# SoFiA source catalogue
# Creator: SoFiA 2.4.1 (23-Mar-2022)
# Time:    Fri, 22 Aug 2025, 08:41:33
#
# Note that the plain-text catalogue is solely intended for
# visual inspection and should not be used for quantitative
# analysis due to limited precision and the lack of Unified
# Content Descriptors.  The XML catalogue should instead be
# imported into Python or VO-compatible software to analyse
# the source parameters measured by SoFiA, e.g. through the
# astropy.io.votable module of Astropy.
#
# Header rows:
#   1 = column number
#   2 = parameter name
#   3 = parameter unit
#
#                           1             2             3             4             5             6             7             8             9            10            11            12            13            14            15            16            17            18            19            20            21            22            23            24            25            26            27            28            29            30            31            32            33            34            35            36            37            38            39            40            41            42            43            44            45            46
#                        name            id             x             y             z         x_min         x_max         y_min         y_max         z_min         z_max         n_pix         f_min         f_max         f_sum           rel          flag          fill          mean           std          skew          kurt           rms           w20           w50          wm50       ell_maj       ell_min        ell_pa     ell3s_maj     ell3s_min      ell3s_pa        kin_pa         err_x         err_y         err_z     err_f_sum            ra           dec         v_opt        x_peak        y_peak        z_peak       ra_peak      dec_peak    v_opt_peak
#                           -             -           pix           pix           pix           pix           pix           pix           pix           pix           pix             -       Jy/beam       Jy/beam       Jy/beam             -             -             -       JY/BEAM       JY/BEAM             -             -       Jy/beam           pix           pix           pix           pix           pix           deg           pix           pix           deg           deg           pix           pix           pix       Jy/beam           deg           deg           m/s           pix           pix           pix           deg           deg           m/s

  "SoFiA J110809.23+510256.4"            21    184.670371    200.575947     52.598217           175           193           189           211            47            60           302   6.59473e-04      0.003607      0.483280      0.000000             0      0.049363      6.047295      1.227051      0.413385      0.155584   7.12335e-04     11.082340      6.925567     11.059970      8.540650      6.316260    -34.466547      7.039276      5.689625    -47.309021    197.352309      0.088659      0.100772      0.069834      0.012379    167.038468     51.048992   1.98021e+06           184           202            52    167.041457     51.052940   1.98646e+06
  "SoFiA J110905.39+505620.3"            22    131.423000    161.279716     58.073834           128           136           158           167            56            60            63      0.001104      0.003779      0.122741      0.000000             0      0.140000      6.124712      0.875714      0.897624      0.084070   7.25002e-04      4.000000      4.000000      4.000000      5.873654      3.245172    -41.844195      5.392022      2.575475    -62.271431    112.345607      0.105722      0.118910      0.067826      0.005755    167.272461     50.938976   1.92305e+06           129           159            56    167.283066     50.932594   1.94470e+06
  "SoFiA J110912.27+505431.2"            23    124.832890    150.416249     57.550745           121           128           147           155            56            60            39      0.001235      0.003070      0.078412      0.000000             0      0.108333      5.991661      0.858150     -0.437997      1.070286      0.001310      4.000000      4.000000      4.000000      4.053387      3.522321    -14.461087      0.000000      0.000000      0.000000     -1.000000      0.179215      0.222645      0.165384      0.008181    167.301139     50.908661   1.92851e+06           126           150            56    167.295983     50.907530   1.94470e+06
  "SoFiA J110624.53+504958.5"            24    283.536123    122.665472     57.068606           281           286           120           126            56            60            36   6.85103e-04      0.002812      0.053925      0.000000             0      0.171429      5.763104      1.067993     -0.620791      1.757509      0.001418      3.662230      1.397377      3.602160      3.668423      1.955400     14.760599      0.000000      0.000000      0.000000     -1.000000      0.184694      0.291633      0.178592      0.008508    166.602203     50.832917   1.93354e+06           283           125            56    166.604544     50.839405   1.94470e+06
  "SoFiA J110949.18+505034.0"            25     89.693563    127.007727     58.320450            86            95           124           131            56            60            44      0.001193      0.003202      0.093231      0.000000             0      0.110000      5.892567      0.678038     -0.592065      1.930088   9.28981e-04      3.847089      1.211364      3.894815      5.355422      2.091461     52.021885      3.375823      1.949773     48.270806           nan      0.145920      0.120843      0.077122      0.006162    167.454918     50.842776   1.92047e+06            90           126            59    167.453526     50.839985   1.91338e+06
  "SoFiA J110300.62+504502.3"            26    477.097540     94.497088     57.628915           474           481            90            99            55            60            83      0.001232      0.003864      0.192150      0.000000             0      0.172917      6.480264      1.391354      0.556476     -0.471046      0.001489      5.000000      2.065884      3.973186      5.423381      2.893542     12.995033      5.465953   4.21468e-08     23.677698     -1.000000      0.109286      0.184807      0.091801      0.013566    165.752569     50.750645   1.92769e+06           476            97            57    165.757243     50.757638   1.93426e+06
  "SoFiA J110459.43+503249.0"            27    364.823480     20.058102     51.430798           346           382             0            34            34            60           923   5.07221e-04      0.004321      1.561003      0.000000             1      0.026398      6.080380      1.319141      0.758096      1.186168   6.56918e-04     21.569178      7.014223     21.720345     16.413511     10.709847    -45.642501     15.917167     10.637918    -51.973138    306.862227      0.089176      0.087565      0.083580      0.019958    166.247622     50.546956   1.99240e+06           369            27            60    166.229161     50.566163   1.90294e+06
  "SoFiA J110310.69+503005.0"            28    468.669439      4.656369     58.351076           465           472             0            12            56            60            52   8.17517e-04      0.004217      0.125787      0.000000             1      0.100000      5.487285      0.931561     -0.380972      1.077899      0.001438      3.641805      1.380144      3.639394      6.946956      3.559922    -20.520100      0.000000      0.000000      0.000000     -1.000000      0.171645      0.269829      0.095547      0.010366    165.794537     50.501400   1.92015e+06           468             0            59    165.797715     50.488489   1.91338e+06
  "SoFiA J110412.84+515108.8"            29    404.918087    490.352188     53.429495           398           412           483           499            49            59           138   5.32188e-04      0.002735      0.249342      0.000000             0      0.049198      5.538446      1.182741     -0.514336      0.785128      0.001132      7.179799      2.794132      7.289350      9.293897      4.818459    -38.125136      0.000000      0.000000      0.000000     -1.000000      0.175964      0.212802      0.114121      0.013300    166.053504     51.852444   1.97153e+06           406           492            54    166.048569     51.856993   1.96558e+06
  "SoFiA J110223.36+513013.4"            30    508.287384    366.074127     56.651924           503           511           358           372            54            59            66   9.57747e-04      0.003611      0.135692      0.000000             1      0.081481      5.665720      1.213075      0.609224      1.448033      0.001412      5.000000      2.566159      5.000000      5.883721      4.761867     27.714345      0.000000      0.000000      0.000000     -1.000000      0.205210      0.270527      0.130109      0.011473    165.597327     51.503715   1.93789e+06           506           366            56    165.607539     51.503606   1.94470e+06
  "SoFiA J110225.35+512822.1"            31    506.600486    354.917192     56.957187           501           511           350           359            54            59            94      0.001089      0.003047      0.174271      0.000000             1      0.142424      6.366704      1.113606      0.608299     -0.599553      0.001207      4.572993      2.115918      4.417107      5.625290      3.681684    -54.707357      4.241557           nan    -10.858312     -1.000000      0.169182      0.150583      0.084973      0.011705    165.605617     51.472798   1.93470e+06           506           353            57    165.608426     51.467499   1.93426e+06
  "SoFiA J110431.63+512536.6"            32    388.757788    336.988538     56.762133           382           400           327           347            53            59           227      0.001060      0.003883      0.462772      0.000000             0      0.081275      5.932835      1.195868      0.466601      0.483516      0.001009      5.500074      3.770092      5.321716     11.624636      4.646071    -39.968143      9.334288      3.371508    -35.948266    185.139276      0.142481      0.156776      0.053923      0.015204    166.131801     51.426824   1.93674e+06           387           336            56    166.139668     51.424117   1.94470e+06
  "SoFiA J110235.19+511845.5"            33    498.255268    297.126767     55.171152           493           503           287           306            50            59           198   6.98992e-04      0.003612      0.382861      0.000000             0      0.090000      4.419571      1.075106     -0.566779     -0.317282      0.001440      8.794688      8.333508      8.730232     11.086401      3.460247    -14.363407      0.000000      0.000000      0.000000     -1.000000      0.109563      0.267710      0.125753      0.020267    165.646632     51.312634   1.95335e+06           500           303            54    165.638491     51.328875   1.96558e+06
  "SoFiA J110625.28+511320.5"            34    282.591046    262.862088     57.784277           278           288           256           271            55            59           112   8.40003e-04      0.002772      0.205359      0.000000             0      0.127273      5.889239      1.082613      1.305018      2.257997      0.001087      4.000000      1.718687      4.000000      8.171655      3.750043     -0.316557      7.730342      1.521398      0.998485     -1.000000      0.112136      0.223837      0.065208      0.011507    166.605336     51.222359   1.92607e+06           282           263            58    166.607956     51.222744   1.92382e+06
  "SoFiA J110708.24+510809.7"            35    242.210309    231.764117     57.583855           239           245           229           234            54            59            39      0.001028      0.002574      0.071031      0.000000             0      0.154762      6.131850      1.261983      0.187885      0.494871      0.001084      3.732797      3.266234      3.764630      3.560181      2.499887    -47.414257      0.000000      0.000000      0.000000     -1.000000      0.154594      0.146561      0.148661      0.006768    166.784327     51.136026   1.92816e+06           243           232            59    166.780832     51.136682   1.91338e+06
  "SoFiA J110349.21+510023.4"            36    430.023324    186.054445     52.076560           421           435           174           197            43            59           263   8.32700e-04      0.002855      0.465654      0.000000             0      0.042974      5.816268      1.144950      0.378902      1.433799   8.59787e-04     15.498571     10.058281     16.000000      9.903640      5.091964    -14.269422      7.459820      4.258621    -14.955635    348.471830      0.080260      0.144490      0.145497      0.013943    165.955035     51.006513   1.98566e+06           431           191            57    165.950494     51.020221   1.93426e+06
  "SoFiA J110813.20+505909.4"            37    180.825762    177.891495     57.799059           178           185           174           179            54            59            27      0.001188      0.003190      0.065318      0.000000             0      0.093750      5.538915      0.502891      0.630505     -1.006604      0.001057      2.644540      2.111350      5.000000      3.734307      1.566875    -59.780302      1.862948      1.374661    -48.608988     -1.000000      0.147621      0.113648      0.169998      0.005490    167.055011     50.985934   1.92591e+06           181           178            59    167.054244     50.986237   1.91338e+06
  "SoFiA J110848.42+514049.9"            38    149.185974    428.116292     54.652619           142           155           415           438            48            58           161   9.06066e-04      0.002259      0.275288      0.000000             0      0.043561      5.645337      1.057302      0.254208      1.629310   9.64763e-04     10.000000      6.027094     10.000000     12.951673      4.628082    -18.109523      9.472199      1.089111     -9.794085     -1.000000      0.132726      0.279005      0.139511      0.012241    167.201756     51.680520   1.95876e+06           150           432            58    167.198221     51.691323   1.92382e+06
  "SoFiA J110735.20+513931.2"            39    217.269423    419.952222     55.221963           216           220           418           422            53            58            29      0.001167      0.002515      0.049639      0.000000             0      0.193333      5.724766      1.007224     -0.331731      0.375991      0.001624      4.951987      3.707864      5.000000      2.445382      1.971029     47.680068      0.000000      0.000000      0.000000     -1.000000      0.205150      0.201312      0.293563      0.008744    166.896658     51.658668   1.95282e+06           217           420            54    166.897865     51.658799   1.96558e+06
  "SoFiA J110719.11+512806.6"            40    232.146987    351.470308     54.058987           227           239           345           358            49            58           119   4.81707e-04      0.002300      0.182948      0.000000             0      0.065385      5.304457      1.207840     -0.743712      0.749093   8.61959e-04      9.000000      3.280794      9.000000      7.009609      3.413440    -31.758991      1.911722      1.692361    -44.065716     -1.000000      0.123125      0.159623      0.141497      0.009403    166.829612     51.468513   1.96496e+06           233           351            55    166.825806     51.467210   1.95514e+06
  "SoFiA J110903.83+512636.5"            41    134.225319    342.885012     57.528801           132           137           341           345            54            58            28      0.001032      0.003114      0.057539      0.000000             0      0.186667      6.220245      1.682105     -0.015392     -0.363825      0.001453      0.818527      0.511579      2.227904      2.825971      2.280604    -74.151461      0.000000      0.000000      0.000000     -1.000000      0.200294      0.161966      0.149931      0.007688    167.265968     51.443481   1.92874e+06           135           343            58    167.262520     51.443816   1.92382e+06
  "SoFiA J110243.74+511155.0"            42    490.824285    255.961902     54.974248           488           493           253           259            54            58            20      0.001058      0.001584      0.026100      0.000000             0      0.095238      4.966454      0.476181     -0.799997     -0.652512      0.001037      4.000000      0.500000      4.000000      4.695129      1.841670     34.426509      0.000000      0.000000      0.000000     -1.000000      0.263236      0.348115      0.302823      0.004636    165.682257     51.198597   1.95540e+06           491           257            54    165.681412     51.201474   1.96558e+06
  "SoFiA J110626.61+511125.3"            43    281.365069    251.338681     54.605013           277           289           245           257            51            58           168   4.45831e-04      0.002488      0.284089      0.000000             0      0.124260      6.270201      1.447666      0.458309      1.987434   8.88936e-04      6.717573      3.647758      6.676661      5.819703      4.704299     16.770081      5.171255      2.630898      4.516291     -1.000000      0.104758      0.117799      0.074642      0.011522    166.610855     51.190355   1.95926e+06           282           252            55    166.608036     51.192189   1.95514e+06
  "SoFiA J111048.91+510914.6"            44     34.611228    239.712981     55.235803            30            40           235           244            52            58            66   7.56969e-04      0.002764      0.115428      0.000000             0      0.085714      5.513673      0.809618     -1.509444      5.114787   7.28442e-04      5.841065      5.002273      5.724929      6.299263      3.478964     38.816574      6.303939      1.874775     16.179843    202.265099      0.126843      0.131167      0.090621      0.005918    167.703781     51.154055   1.95267e+06            35           237            57    167.701900     51.146534   1.93426e+06
  "SoFiA J110342.68+510808.2"            45    435.678510    232.588295     54.181049           434           438           229           235            49            58            24      0.001149      0.002123      0.039243      0.000000             0      0.068571      5.006085      0.804067     -1.424829      2.000619      0.001363      7.797304      6.072740      7.826350      2.865977      1.875391     -0.322797      0.000000      0.000000      0.000000     -1.000000      0.157725      0.256084      0.471911      0.006677    165.927840     51.135598   1.96369e+06           436           233            56    165.926397     51.136732   1.94470e+06
  "SoFiA J110915.03+505622.0"            46    122.309981    161.521546     56.065923           120           126           158           167            53            58            59   7.48302e-04      0.002572      0.100873      0.000000             0      0.140476      5.594551      1.046627     -0.026445      0.188938      0.001092      5.000000      5.000000      5.000000      3.823512      2.700522     25.760857      0.000000      0.000000      0.000000     -1.000000      0.129532      0.154082      0.149187      0.008388    167.312640     50.939454   1.94401e+06           123           161            58    167.309581     50.938020   1.92382e+06
  "SoFiA J110918.50+505532.4"            47    118.998109    156.580380     49.142942           114           126           151           164            41            58           113   9.03239e-04      0.002238      0.189758      0.000000             0      0.034493      5.337420      1.119375     -0.528361      0.026186      0.001022     15.365771      7.128627     17.000000      6.705473      5.617714     62.612330      2.957415      0.784982     72.549104     -1.000000      0.188389      0.167054      0.275665      0.010862    167.327063     50.925654   2.01630e+06           119           156            44    167.327033     50.924042   2.07003e+06
  "SoFiA J110259.85+504807.1"            48    477.583951    112.984791     57.197025           472           481           111           116            54            58            35   9.20408e-04      0.002043      0.056233      0.000000             0      0.116667      5.632766      0.663493      0.156420      1.097854   7.82241e-04      1.800000      1.500000      1.825853      5.550897      2.547069    -82.543086      4.832193   4.21468e-08    -89.639320     -1.000000      0.224769      0.109540      0.089066      0.004628    165.749360     50.801979   1.93220e+06           480           113            57    165.738740     50.801932   1.93426e+06
  "SoFiA J110315.30+503115.8"            49    464.186845     11.671836     55.672823           462           466             9            14            54            58            19      0.001011      0.002352      0.036296      0.000000             0      0.126667      5.417397      1.125159     -1.634640      2.042304      0.001090      4.000000      2.500000      4.000000      3.173253      2.261072     48.116863      0.000000      0.000000      0.000000     -1.000000      0.181525      0.181300      0.190174      0.004751    165.813735     50.521043   1.94811e+06           465            13            56    165.810111     50.524705   1.94470e+06
  "SoFiA J110548.96+515414.0"            50    315.796452    508.298794     54.644024           311           320           503           511            49            57            83      0.001088      0.002792      0.167363      0.000000             1      0.102469      5.550832      0.883239     -0.898130      3.888925      0.001330      3.848473      2.986859      8.000000      5.159393      3.330350     44.138703      5.417728      0.000000     -4.309355     -1.000000      0.153928      0.159911      0.154094      0.012121    166.453990     51.903894   1.95885e+06           314           511            56    166.462033     51.911416   1.94470e+06
  "SoFiA J110350.35+515317.5"            51    425.616822    503.428976     55.171696           423           429           501           507            52            57            35   9.40761e-04      0.002434      0.060996      0.000000             0      0.119048      5.359122      0.853308     -0.781509      0.918658      0.001047      4.818750      4.374442      4.728664      3.683178      2.283618    -55.642682      0.000000      0.000000      0.000000     -1.000000      0.159116      0.146929      0.170263      0.006194    165.959803     51.888205   1.95334e+06           424           503            57    165.967099     51.887060   1.93426e+06
  "SoFiA J110459.30+514432.5"            52    362.133032    450.387359     54.976520           358           366           446           453            51            57            48      0.001163      0.003402      0.096314      0.000000             0      0.095238      5.801675      1.067062      0.388005      0.568673      0.001195      6.000000      2.500000      6.000000      4.754646      3.134883    -78.351120      5.786036      0.000000     82.305313     -1.000000      0.210428      0.147195      0.161362      0.008278    166.247095     51.742361   1.95538e+06           365           450            55    166.234245     51.741232   1.95514e+06
  "SoFiA J110542.46+514210.1"            53    322.111087    435.935414     52.200183           316           328           431           442            50            57            98   9.10462e-04      0.002661      0.152902      0.000000             0      0.078526      5.851597      1.139004      0.547592      0.935814   8.04145e-04      4.174764      2.850413      4.010675      6.955937      2.948037     48.014105      4.104082      1.388978     35.116574     -1.000000      0.149083      0.136137      0.069197      0.007961    166.426904     51.702807   1.98437e+06           324           434            51    166.418475     51.697409   1.99690e+06
  "SoFiA J110623.85+511524.0"            54    283.908957    275.218692     48.765590           277           293           268           281            44            57           133   7.44537e-04      0.002580      0.223210      0.000000             0      0.039916      5.612322      1.129497     -1.161850      1.773233   9.10813e-04     13.000000     13.000000     13.000000      6.925001      5.141603    -60.484742      4.920233      3.396563    -75.630062     -1.000000      0.162054      0.126413      0.212103      0.010504    166.599395     51.256676   2.02024e+06           287           277            44    166.585660     51.261609   2.07003e+06
  "SoFiA J110715.38+510558.3"            55    235.469067    218.633300     54.733383           227           241           212           224            48            57           119   8.13887e-04      0.003397      0.206251      0.000000             0      0.061026      5.879200      1.579898      1.325754      2.922481   7.91906e-04      6.355990      2.590074      6.407136      7.829055      5.184735    -52.919105      7.481336      3.415361    -80.641958    266.099291      0.141558      0.136506      0.090508      0.008639    166.814102     51.099533   1.95792e+06           236           222            55    166.811771     51.108886   1.95514e+06
  "SoFiA J110427.25+510541.3"            56    393.858678    217.496520     52.986479           391           396           213           222            50            57            63      0.001292      0.002485      0.109207      0.000000             0      0.131250      6.092883      1.635948      0.439317     -0.499040   9.71740e-04      7.000000      5.278125      7.000000      4.470735      2.343516      5.818366      2.256125      1.420450      8.180690     -1.000000      0.087054      0.158603      0.190048      0.007713    166.113528     51.094796   1.97616e+06           394           219            50    166.112847     51.098969   2.00735e+06
  "SoFiA J110624.60+504652.6"            57    283.504651    104.077372     55.220925           280           286           101           108            52            57            39      0.001021      0.002120      0.060581      0.000000             0      0.116071      5.550879      0.793249     -0.594786      0.470660   9.70816e-04      5.000000      0.561664      5.000000      3.453843      2.608932     33.804509      0.000000      0.000000      0.000000     -1.000000      0.153527      0.166002      0.212877      0.006063    166.602480     50.781283   1.95283e+06           284           103            57    166.600312     50.778287   1.93426e+06
