# SoFiA source catalogue
# Creator: SoFiA 2.4.1 (23-Mar-2022)
# Time:    Fri, 22 Aug 2025, 08:39:38
#
# Note that the plain-text catalogue is solely intended for
# visual inspection and should not be used for quantitative
# analysis due to limited precision and the lack of Unified
# Content Descriptors.  The XML catalogue should instead be
# imported into Python or VO-compatible software to analyse
# the source parameters measured by SoFiA, e.g. through the
# astropy.io.votable module of Astropy.
#
# Header rows:
#   1 = column number
#   2 = parameter name
#   3 = parameter unit
#
#                           1             2             3             4             5             6             7             8             9            10            11            12            13            14            15            16            17            18            19            20            21            22            23            24            25            26            27            28            29            30            31            32            33            34            35            36            37            38            39            40            41            42            43            44            45            46
#                        name            id             x             y             z         x_min         x_max         y_min         y_max         z_min         z_max         n_pix         f_min         f_max         f_sum           rel          flag          fill          mean           std          skew          kurt           rms           w20           w50          wm50       ell_maj       ell_min        ell_pa     ell3s_maj     ell3s_min      ell3s_pa        kin_pa         err_x         err_y         err_z     err_f_sum            ra           dec         v_opt        x_peak        y_peak        z_peak       ra_peak      dec_peak    v_opt_peak
#                           -             -           pix           pix           pix           pix           pix           pix           pix           pix           pix             -       Jy/beam       Jy/beam       Jy/beam             -             -             -       JY/BEAM       JY/BEAM             -             -       Jy/beam           pix           pix           pix           pix           pix           deg           pix           pix           deg           deg           pix           pix           pix       Jy/beam           deg           deg           m/s           pix           pix           pix           deg           deg           m/s

  "SoFiA J103117.05+715213.9"            11    254.088337    163.889235     52.062593           245           262           159           168            50            55           111   6.19998e-04      0.002304      0.169079      0.000000             0      0.102778      5.163631      1.278304     -0.458658      0.083879   9.30635e-04      4.871207      2.633221      4.840445      8.031056      4.034711    -85.277217     10.071392           nan    -77.256998     -1.000000      0.234628      0.118567      0.084813      0.009805    157.821055     71.870525   6.44604e+06           254           163            52    157.821843     71.868054   6.44671e+06
  "SoFiA J103041.79+713637.4"            12    270.760648     70.260204     52.437244           267           274            67            74            50            55            34   4.39677e-04      0.002328      0.058707      0.000000             0      0.088542      5.330107      1.266584     -1.201805      3.311671   8.16574e-04      5.000000      4.643339      5.000000      5.147288      2.444629     44.352309      4.545685      0.000000      6.044999     -1.000000      0.159878      0.161958      0.163402      0.004761    157.674144     71.610388   6.44201e+06           271            68            51    157.672083     71.604107   6.45747e+06
  "SoFiA J104009.58+715404.5"            13      6.002790    179.552085     51.880971             0            12           176           184            50            54            87   9.23520e-04      0.002782      0.159541      0.000000             1      0.148718      5.626853      1.456730      0.062712     -0.302568   9.02853e-04      3.678758      2.868016      3.331978      5.096725      3.251720    -85.435206      2.898575      1.889474    -82.673980     -1.000000      0.143154      0.093252      0.049856      0.008421    160.039925     71.901238   6.44799e+06             6           179            51    160.039767     71.899705   6.45747e+06
  "SoFiA J103657.86+713125.7"            14     92.081458     41.006126     48.634483            85           103            28            52            41            54           331   2.07117e-04      0.002381      0.497305      0.000000             0      0.049774      5.708411      1.769392      0.415023      0.643601   8.82041e-04      6.974935      4.236577      7.083788     10.516830      7.559883    -21.384800      4.271853      2.534868    -75.846116     -1.000000      0.127631      0.157598      0.084209      0.016047    159.241074     71.523804   6.48291e+06            92            42            47    159.241994     71.526559   6.50049e+06
  "SoFiA J103347.78+721943.5"            15    185.479160    329.220412     50.202605           182           188           327           332            48            53            26   9.05731e-04      0.002055      0.043358      0.000000             0      0.103175      4.308469      0.987437      0.326942     -0.936655      0.001407      3.831887      3.080659      3.806059      3.609560      2.154088    -32.275958      0.000000      0.000000      0.000000     -1.000000      0.221305      0.261499      0.210402      0.007174    158.449103     72.328759   6.46604e+06           186           327            51    158.444124     72.322607   6.45747e+06
  "SoFiA J103058.55+721005.1"            16    262.602445    271.016798     51.552943           260           267           267           274            49            53            45      0.001142      0.002048      0.069815      0.000000             0      0.140625      5.663101      0.451791      0.292476     -1.095583   8.03712e-04      4.000000      0.500000      4.000000      4.056517      2.996320    -57.488343      2.500497      1.295138    -73.003253     -1.000000      0.146166      0.125499      0.137007      0.005391    157.743955     72.168090   6.45152e+06           262           270            53    157.749429     72.165268   6.43596e+06
  "SoFiA J103151.92+720912.0"            17    238.071957    265.723810     38.984591           218           254           251           279            26            53           869   7.82306e-05      0.003335      1.413349      0.000000             0      0.028924      4.470763      1.671386      0.091941     -0.067566   7.53694e-04     26.302000      3.674859     26.527772     17.637971      7.704672    -49.203114     17.094613      7.849670    -50.568543     95.318832      0.109908      0.100536      0.100488      0.022218    157.966349     72.153340   6.58674e+06           240           272            36    157.949002     72.170786   6.61887e+06
  "SoFiA J103304.11+714638.0"            18    203.867177    130.497801     45.427620           194           213           125           138            37            53           172   5.55219e-04      0.002805      0.263555      0.000000             0      0.036134      4.686459      1.784050      0.466576      0.863517   8.25543e-04     16.000000     12.750260     16.000000      8.596516      4.678929     84.149467      7.224652      3.845478     72.099800     -1.000000      0.168707      0.092240      0.179194      0.010827    158.267127     71.777234   6.51741e+06           205           130            45    158.257032     71.775874   6.52201e+06
  "SoFiA J103601.85+713506.6"            19    119.133345     62.513579     43.095843           112           132            59            67            32            53           216   3.55312e-04      0.002878      0.340673      0.000000             0      0.051948      4.297622      1.768020      0.299203     -0.490473   9.02492e-04     17.111217     13.721821     16.931450      8.926512      3.018215     84.767469      7.129052      2.466152     87.079121     -1.000000      0.166977      0.059919      0.170026      0.013264    159.007729     71.585173   6.54250e+06           118            63            44    159.017779     71.586461   6.53277e+06
  "SoFiA J102149.80+723145.8"            20    509.496024    406.061902     46.976806           507           511           404           409            44            52            19   8.53563e-04      0.001945      0.029801      0.000000             1      0.070370      4.865335      0.917208     -1.599256      1.992198   6.93214e-04      8.000000      0.627927      8.000000      3.739985      2.833616     -5.000578      3.231785      0.930740     67.551070     -1.000000      0.144840      0.181972      0.311936      0.003022    155.457507     72.529399   6.50074e+06           511           406            44    155.443624     72.529064   6.53277e+06
  "SoFiA J102315.08+722531.1"            21    472.370450    367.217499     50.170237           468           476           362           373            48            52            44   3.49743e-04      0.001878      0.064370      0.000000             0      0.081481      4.864155      1.381447     -0.497406     -0.474496      0.001005      4.000000      4.000000      4.000000      7.296701      3.814131    -16.554619      0.000000      0.000000      0.000000     -1.000000      0.213902      0.363836      0.177455      0.006666    155.812813     72.425296   6.46639e+06           474           370            52    155.796971     72.432870   6.44671e+06
  "SoFiA J103552.74+721152.2"            22    127.684240    282.941055     50.308211           123           133           279           287            48            52            73   6.23445e-04      0.002303      0.100288      0.000000             0      0.147475      4.955263      1.385509     -0.341408      0.137684      0.001005      3.964957      1.239122      3.998444      5.313143      3.331447     60.796230      0.000000      0.000000      0.000000     -1.000000      0.209258      0.169727      0.100750      0.008587    158.969746     72.197827   6.46491e+06           128           284            51    158.967062     72.200785   6.45747e+06
  "SoFiA J102758.43+720607.2"            23    345.660621    247.837830     49.021198           342           350           240           251            47            52            78   9.34236e-04      0.002127      0.110469      0.000000             0      0.120370      6.205813      1.136667      1.285399      1.684739   5.96162e-04      5.000000      5.000000      5.000000      5.978639      3.375632     -0.143391      4.523416      3.362018    -14.240865    301.248317      0.080171      0.143411      0.100515      0.005265    156.993442     72.102002   6.47875e+06           345           250            47    156.999149     72.108033   6.50049e+06
  "SoFiA J103141.15+715203.7"            24    242.837204    162.885015     48.504871           235           247           158           167            47            52            73   7.62492e-05      0.002190      0.096814      0.000000             0      0.093590      4.926195      1.921097     -0.738437     -0.494397   8.93580e-04      2.381486      1.366144      5.000000      6.203795      4.400821    -77.107256      0.000000      0.000000      0.000000     -1.000000      0.257615      0.167408      0.110842      0.007635    157.921478     71.867705   6.48430e+06           244           165            48    157.911130     71.873585   6.48973e+06
  "SoFiA J103247.35+720536.5"            25    212.453223    244.284259     42.003547           199           228           232           252            32            50           374   1.90981e-04      0.002913      0.607180      0.000000             0      0.031245      5.030452      1.748007     -0.362035     -0.030088   7.97471e-04     14.864578     12.173364     12.849832     16.170185      5.060371    -63.945674     15.951997      4.504412    -66.473258    311.842582      0.189225      0.109052      0.100555      0.015422    158.197306     72.093468   6.55425e+06           206           242            47    158.255454     72.087000   6.50049e+06
  "SoFiA J103200.15+715014.2"            26    233.934977    151.948978     45.354530           229           241           141           158            39            50           183   5.75574e-05      0.002227      0.236434      0.000000             0      0.065171      3.996366      1.363508     -0.230352     -0.523900   8.13998e-04     10.461587      4.919197     10.481311      9.489356      4.596560    -31.337880      8.435861      2.930257    -44.440044     -1.000000      0.146076      0.191866      0.129438      0.011012    158.000632     71.837266   6.51819e+06           231           150            48    158.026724     71.831825   6.48973e+06
  "SoFiA J102205.12+723019.6"            27    502.934307    397.183079     47.362239           497           511           394           401            45            49            74   8.68388e-04      0.002342      0.117260      0.000000             1      0.123333      5.571383      1.142395     -0.266506      1.339003   7.33554e-04      4.000000      2.536631      4.000000      6.883973      2.808862    -72.154781      4.296752      2.529149    -50.001035     -1.000000      0.187272      0.091896      0.072948      0.006310    155.521314     72.505457   6.49659e+06           501           396            47    155.539590     72.502377   6.50049e+06
  "SoFiA J103108.89+715428.3"            28    257.890973    177.327020     39.841042           244           276           163           190            29            49           852   1.07843e-04      0.003016      1.254939      0.000000             0      0.043908      4.270470      1.593892     -0.294709     -0.700021   6.98057e-04     15.025282     11.214745     12.267357     17.489646      7.069239    -51.519669     17.487661      7.324152    -47.651104    142.830468      0.115627      0.096299      0.068030      0.020376    157.787057     71.907851   6.57752e+06           253           172            39    157.830792     71.893054   6.58658e+06
  "SoFiA J103404.90+714315.5"            29    175.116929    110.520539     42.305781           171           180           107           114            35            48            74   6.00704e-04      0.002752      0.127185      0.000000             0      0.066071      4.656777      1.268738     -0.504429     -0.449452      0.001090     12.560882      1.873628     12.789246      4.316885      3.480546     85.363894      2.746473      0.643058    -38.027676     -1.000000      0.163241      0.125519      0.269940      0.009373    158.520414     71.720972   6.55100e+06           176           112            41    158.512746     71.725110   6.56505e+06
  "SoFiA J102429.63+712452.2"            30    448.816792      2.449884     46.284038           444           454             0             7            43            48            46   7.33381e-04      0.002740      0.079742      0.000000             1      0.087121      5.234803      1.495540     -0.609061      0.160340      0.001021      2.908609      2.184156      2.902607      6.366263      3.875691    -82.380155      9.675511      0.000000    -84.664106     -1.000000      0.266785      0.176673      0.096023      0.006928    156.123474     71.414510   6.50819e+06           444             2            47    156.165547     71.413631   6.50049e+06
  "SoFiA J103109.39+721113.9"            31    257.618826    277.894622     41.652265           255           262           274           282            38            47            82   4.11261e-04      0.002959      0.139447      0.000000             0      0.113889      4.716670      1.911799     -0.691645     -0.705005      0.001172      7.791690      5.632639      7.934670      3.847093      3.085228     36.548679      4.154658      0.234220     36.026578     -1.000000      0.129080      0.138524      0.204105      0.010611    157.789137     72.187206   6.55803e+06           257           279            43    157.794753     72.190277   6.54353e+06
  "SoFiA J103939.00+715732.5"            32     20.968396    199.831442     42.155265            16            28           196           202            37            47            84   5.42367e-04      0.002328      0.118902      0.000000             0      0.083916      4.243309      1.251086      0.234159     -0.411930   8.22697e-04     10.000000      9.992209     10.000000      6.195037      2.509662    -85.608597      5.684524      1.555542    -88.153089     -1.000000      0.190066      0.080791      0.220022      0.007540    159.912496     71.959027   6.55262e+06            22           200            46    159.903300     71.959595   6.51125e+06
  "SoFiA J102354.58+714611.3"            33    461.681287    130.783834     46.227912           459           464           126           136            43            47            32      0.001274      0.002307      0.059716      0.000000             0      0.096970      5.322954      0.912081     -0.257725     -0.452432      0.001042      3.249278      0.585478      3.545935      6.635850      2.571827      3.128719      0.000000      0.000000      0.000000     -1.000000      0.130708      0.321780      0.122688      0.005892    155.977405     71.769811   6.50880e+06           461           135            47    155.982316     71.781575   6.50049e+06
  "SoFiA J103046.70+721228.3"            34    268.015068    285.339410     42.840655           263           271           280           289            39            46            76   7.89719e-04      0.002522      0.126517      0.000000             0      0.105556      4.047204      1.720035      0.153326     -1.288083      0.001084      6.880478      6.272119      6.769386      4.648807      4.520295    -75.953812      4.043746      0.996635     85.148031     -1.000000      0.168061      0.170107      0.164295      0.009453    157.694601     72.207852   6.54524e+06           266           286            46    157.712910     72.209697   6.51125e+06
  "SoFiA J102830.12+720924.9"            35    330.826029    267.419468     43.930213           329           333           265           270            42            46            39   7.71401e-04      0.002454      0.061576      0.000000             0      0.260000      4.924092      1.100003     -0.621460     -0.439291      0.001269      3.833523      2.834498      3.537227      2.379447      2.163248     38.800354      0.000000      0.000000      0.000000     -1.000000      0.152897      0.159156      0.137476      0.007928    157.125498     72.156907   6.53352e+06           331           268            43    157.123861     72.158514   6.54353e+06
  "SoFiA J103425.73+715927.0"            36    166.596786    207.783118     40.308258           161           172           204           213            38            46            77   9.99628e-04      0.002919      0.147802      0.000000             0      0.071296      5.993177      1.199527      0.212196     -0.289657   8.53553e-04      7.926074      1.105521      8.000000      6.969501      3.394332    -62.225172      7.122562      3.451354    -72.718172     -1.000000      0.160417      0.116670      0.124489      0.007490    158.607214     71.990833   6.57249e+06           164           206            39    158.630326     71.985784   6.58658e+06
  "SoFiA J103443.60+715809.4"            37    158.200029    200.135699     41.278526           155           162           195           206            38            46            98   5.75146e-04      0.002368      0.149858      0.000000             0      0.113426      4.235776      1.483193      0.335358     -0.698066      0.001048      6.395922      4.880567      6.329866      5.361223      2.515278     12.362403      1.774292      0.000000     13.030812     -1.000000      0.093137      0.184582      0.142035      0.010370    158.681659     71.969270   6.56205e+06           158           201            39    158.683566     71.971662   6.58658e+06
  "SoFiA J103535.13+713652.6"            38    131.986803     72.873251     44.585536           130           136            70            76            41            46            50   4.30944e-04      0.002865      0.070408      0.000000             0      0.170068      4.567159      1.435120     -0.964242      0.107178      0.001218      5.000000      0.890051      5.000000      3.470428      2.493066    -42.578928      0.000000      0.000000      0.000000     -1.000000      0.191915      0.196461      0.179552      0.008610    158.896354     71.614622   6.52647e+06           133            72            46    158.887296     71.612247   6.51125e+06
  "SoFiA J102208.14+723147.5"            39    501.239996    405.905866     42.888873           499           504           404           408            39            45            27   7.22130e-04      0.002386      0.040752      0.000000             0      0.128571      4.302006      1.655648     -0.254476     -1.407117      0.001189      4.786749      4.466872      4.740108      2.975161      1.550219     39.991203      0.000000      0.000000      0.000000     -1.000000      0.189397      0.178600      0.262716      0.006177    155.533902     72.529849   6.54472e+06           501           406            45    155.536089     72.530135   6.52201e+06
  "SoFiA J102711.69+720753.3"            40    367.024400    258.771672     42.732535           361           373           256           262            41            45            35      0.001164      0.001915      0.054640      0.000000             0      0.076923      5.270596      1.148292     -1.078093      0.607974   8.31490e-04      3.537856      2.616960      3.496808      7.350612      2.899653     81.890469      0.000000      0.000000      0.000000     -1.000000      0.326961      0.137946      0.091000      0.004919    156.798703     72.131467   6.54641e+06           368           260            42    156.789683     72.134832   6.55429e+06
  "SoFiA J103636.36+715056.0"            41    104.893633    157.765148     40.332029           102           107           156           161            38            45            59   3.46226e-04      0.003527      0.118884      0.000000             0      0.204861      4.742760      1.604113     -0.337694     -0.357631      0.001283      7.000000      0.508774      7.000000      2.705742      1.903237     42.895163      1.695141      0.900575     69.284587     -1.000000      0.094039      0.097285      0.213458      0.009858    159.151496     71.848877   6.57224e+06           105           157            38    159.150396     71.846759   6.59734e+06
  "SoFiA J102144.15+724233.6"            42    509.473561    470.886396     40.291460           506           511           467           473            38            44            58   9.73549e-04      0.003423      0.140859      0.000000             1      0.197279      4.871733      1.392951      0.507719     -0.119884      0.001679      5.967105      2.100883      5.993691      3.431270      2.100894     48.824676      3.640661      1.369347     53.984662     -1.000000      0.135992      0.125900      0.145220      0.012787    155.433952     72.709337   6.57268e+06           511           469            40    155.420399     72.703933   6.57581e+06
  "SoFiA J104042.18+724233.4"            43      2.252274    470.797689     39.320019             0             7           468           473            33            44            81  -6.32394e-05      0.002946      0.138927      0.000000             1      0.140625      4.803223      1.723469     -0.659572      0.786572      0.001282      7.198810      3.821604      7.063257      4.468154      2.090054    -76.253762      4.258768      2.035397    -77.556201     -1.000000      0.184063      0.095394      0.163911      0.011535    160.175730     72.709280   6.58313e+06             0           471            40    160.196840     72.709594   6.57581e+06
  "SoFiA J102731.85+720732.6"            44    357.777466    256.551982     40.515179           355           360           255           259            37            44            23   3.84935e-04      0.002369      0.034440      0.000000             0      0.095833      4.027442      1.262098     -0.638878     -0.554329   9.47487e-04      5.953442      1.095901      6.989858      3.545574      1.781891     61.030404      0.000000      0.000000      0.000000     -1.000000      0.205309      0.139630      0.282772      0.004544    156.882718     72.125716   6.57027e+06           359           256            42    156.871733     72.124131   6.55429e+06
  "SoFiA J103528.21+713801.2"            45    135.379803     79.668974     40.007066           133           138            77            82            37            44            78  -7.62059e-05      0.003086      0.112367      0.000000             0      0.270833      3.261092      1.630127     -0.688767     -0.797344      0.001804      7.000000      1.324640      7.000000      2.463407      1.972902    -49.971500      0.000000      0.000000      0.000000     -1.000000      0.165005      0.157155      0.305577      0.015936    158.867522     71.633664   6.57574e+06           135            80            38    158.870921     71.634565   6.59734e+06
  "SoFiA J103641.93+713321.7"            46     99.914432     52.426616     40.271713            95           107            47            57            38            44           115   7.96640e-04      0.003209      0.208031      0.000000             0      0.114885      4.298724      1.129041      0.027954     -0.598196      0.001242      6.000000      4.304528      6.000000      7.467283      3.288975    -58.123948      5.940600   5.96046e-08     78.869800     -1.000000      0.205635      0.157840      0.108917      0.013317    159.174689     71.556025   6.57289e+06            98            53            39    159.191609     71.557497   6.58658e+06
  "SoFiA J103248.25+712955.3"            47    210.663208     30.178611     40.864608           206           214            23            37            38            44            82   7.79432e-04      0.002049      0.122880      0.000000             0      0.086772      5.443833      1.889217      0.198304     -0.351972      0.001080      4.593643      1.075438      4.755673      6.398325      3.721420     24.632222      0.762446      0.000000     62.061685     -1.000000      0.169300      0.233471      0.121089      0.009783    158.201031     71.498698   6.56651e+06           211            30            42    158.198072     71.498208   6.55429e+06
  "SoFiA J102254.93+722941.7"            48    480.618600    392.575083     39.738067           476           484           389           396            38            43            33   4.39558e-04      0.002700      0.053396      0.000000             0      0.076389      3.756150      1.489266      0.067159     -1.114319      0.001396      4.895008      1.081134      4.986652      4.743033      3.583243    -75.352108      0.000000      0.000000      0.000000     -1.000000      0.312964      0.256461      0.204411      0.008020    155.728885     72.494918   6.57863e+06           483           395            39    155.706120     72.501419   6.58658e+06
  "SoFiA J103114.42+720730.1"            49    255.314095    255.508957     33.362403           246           264           244           266            23            43          1717   8.15553e-04      0.028597     12.434448      0.000000             0      0.187098     10.048297      6.276328      1.720637      2.972760   8.26416e-04     19.436989     18.001009     19.404051      9.498060      6.804110      9.866865     11.766178      8.836239     13.223470    188.426653      0.010781      0.012401      0.016475      0.034244    157.810074     72.125025   6.64727e+06           255           259            41    157.812917     72.134722   6.56505e+06
  "SoFiA J103445.97+714108.6"            50    155.612748     98.088238     37.369324           152           158            95           101            33            43            43   2.22701e-04      0.002317      0.059851      0.000000             0      0.079777      3.616671      1.750572     -0.077830     -1.219262      0.001214     10.000000      6.580342     10.000000      4.372677      2.124273    -37.961396      0.000000      0.000000      0.000000     -1.000000      0.220643      0.261156      0.388751      0.007961    158.691532     71.685726   6.60413e+06           155            96            38    158.696678     71.679901   6.59734e+06
  "SoFiA J103003.63+714016.7"            51    288.710832     92.259200     39.808731           286           291            90            95            38            43            35   3.19050e-04      0.002527      0.062687      0.000000             0      0.162037      5.345354      1.156825     -2.794374      8.268990      0.001208      5.000000      5.000000      5.000000      2.476393      2.092853     49.472872      0.000000      0.000000      0.000000     -1.000000      0.142023      0.137215      0.199790      0.007148    157.515138     71.671317   6.57787e+06           288            92            39    157.521428     71.670607   6.58658e+06
  "SoFiA J103511.30+713922.1"            52    143.502392     87.618549     38.713143           142           146            86            90            37            43            23   6.62270e-04      0.003057      0.042313      0.000000             0      0.131429      4.410248      1.935905     -0.283475     -1.219337      0.001325      2.105682      1.193966      2.557440      2.218289      2.059622      0.294723      0.000000      0.000000      0.000000     -1.000000      0.170645      0.157284      0.243722      0.006353    158.797066     71.656126   6.58966e+06           145            87            38    158.783761     71.654475   6.59734e+06
  "SoFiA J102500.59+712534.4"            53    433.913543      6.261855     34.577499           429           440             0            11            31            43           107  -1.29595e-04      0.002789      0.179671      0.000000             1      0.057158      5.133270      1.346595     -0.734198      2.258323   9.44418e-04     12.000000      1.388179     12.000000      6.792236      3.645641    -39.593576      7.123825      2.779435    -30.053539     -1.000000      0.144345      0.153303      0.198085      0.009769    156.252466     71.426213   6.63418e+06           436             9            31    156.233652     71.433666   6.67271e+06
  "SoFiA J103805.71+712533.6"            54     58.843605      6.658432     40.617564            53            63             4            10            39            43            53      0.001212      0.002822      0.105836      0.000000             0      0.137662      5.758383      0.861154     -0.425359      0.573069      0.001136      4.000000      4.000000      4.000000      5.092655      2.219615     62.691381      1.675138      0.626222     57.202992     -1.000000      0.189952      0.124431      0.122690      0.008273    159.523781     71.426013   6.56917e+06            58             7            39    159.531220     71.426895   6.58658e+06
  "SoFiA J103823.26+712437.4"            55     50.293135      1.281879     36.076192            42            57             0             6            32            43           143   4.89216e-04      0.002918      0.244628      0.000000             1      0.106399      6.314412      2.101598      0.917871      3.034933      0.001038      4.693314      1.371790     11.000000      8.869763      2.608455    -89.096900      9.576094      1.857787    -89.245980     -1.000000      0.216552      0.069297      0.145411      0.012408    159.596934     71.410394   6.61805e+06            55             0            35    159.555613     71.407217   6.62964e+06
  "SoFiA J102347.15+720413.3"            56    461.812530    239.038161     39.883660           460           465           237           241            38            42            34   5.99963e-04      0.002412      0.053115      0.000000             0      0.226667      4.087909      1.255530     -0.522764     -0.792428      0.001717      3.644219      2.651175      3.304234      2.859079      1.649085     61.307764      0.000000      0.000000      0.000000     -1.000000      0.281551      0.188678      0.191089      0.010014    155.946478     72.070367   6.57706e+06           462           239            39    155.944798     72.070244   6.58658e+06
