# SoFiA source catalogue
# Creator: SoFiA 2.4.1 (23-Mar-2022)
# Time:    Fri, 22 Aug 2025, 09:03:58
#
# Note that the plain-text catalogue is solely intended for
# visual inspection and should not be used for quantitative
# analysis due to limited precision and the lack of Unified
# Content Descriptors.  The XML catalogue should instead be
# imported into Python or VO-compatible software to analyse
# the source parameters measured by SoFiA, e.g. through the
# astropy.io.votable module of Astropy.
#
# Header rows:
#   1 = column number
#   2 = parameter name
#   3 = parameter unit
#
#                           1             2             3             4             5             6             7             8             9            10            11            12            13            14            15            16            17            18            19            20            21            22            23            24            25            26            27            28            29            30            31            32            33            34            35            36            37            38            39            40            41            42            43            44            45            46
#                        name            id             x             y             z         x_min         x_max         y_min         y_max         z_min         z_max         n_pix         f_min         f_max         f_sum           rel          flag          fill          mean           std          skew          kurt           rms           w20           w50          wm50       ell_maj       ell_min        ell_pa     ell3s_maj     ell3s_min      ell3s_pa        kin_pa         err_x         err_y         err_z     err_f_sum            ra           dec         v_opt        x_peak        y_peak        z_peak       ra_peak      dec_peak    v_opt_peak
#                           -             -           pix           pix           pix           pix           pix           pix           pix           pix           pix             -       Jy/beam       Jy/beam       Jy/beam             -             -             -       Jy/beam       Jy/beam             -             -       Jy/beam           pix           pix           pix           pix           pix           deg           pix           pix           deg           deg           pix           pix           pix       Jy/beam           deg           deg           m/s           pix           pix           pix           deg           deg           m/s

  "SoFiA J232538.27+250908.2"            11    339.493858    282.047308    171.946864           334           345           276           290           165           180           545  -1.70351e-04      0.004815      1.144404      0.000000             0      0.189236      2.685485      1.411741      0.430229      0.104263      0.001582     13.699008      8.962022     10.931838      6.576603      3.191249     30.596979      6.674830      2.557225     32.509968     -1.000000      0.067652      0.092810      0.117652      0.036934    351.409444     25.152273   3.34663e+06           339           281           168    351.410965     25.149366   3.35994e+06
  "SoFiA J232658.42+244155.4"            12    230.573537    118.698271    171.875037           223           234           116           122           160           180           127  -7.09868e-04      0.006144      0.304354      0.000000             0      0.071995      2.592670      1.478421      0.197607     -0.400892      0.001940     17.751888     17.379719     17.748553      5.413377      2.118946     61.439402      3.320192      1.321454     49.836758     -1.000000      0.184483      0.117960      0.420307      0.021863    351.743408     24.698722   3.34687e+06           232           118           177    351.739045     24.696785   3.32959e+06
  "SoFiA J232557.47+251551.6"            13    313.366010    322.351537    173.522943           310           317           318           326           168           179           189  -6.59575e-04      0.005318      0.481354      0.000000             0      0.218750      3.174199      1.554755     -0.013317     -0.293337      0.002021      9.775284      9.293869      9.649536      4.499689      2.077480     37.197960      3.356226      1.362583     51.048000     -1.000000      0.097792      0.114681      0.145782      0.027791    351.489462     25.264345   3.34131e+06           314           322           173    351.487516     25.263366   3.34308e+06
  "SoFiA J232549.54+251029.3"            14    324.175737    290.131008    170.039468           321           327           287           294           161           179           125   2.34136e-05      0.005796      0.387593      0.000000             0      0.117481      3.453526      1.602995      0.421213      0.247796      0.002003     16.068801     14.820025     16.861254      3.604787      2.452504     43.396921      3.066565      1.404103     42.862841     -1.000000      0.087733      0.092004      0.327288      0.022389    351.456413     25.174801   3.35306e+06           324           290           163    351.456953     25.174438   3.37680e+06
  "SoFiA J232534.04+250515.9"            15    345.279168    258.829409    176.629327           341           349           254           267           173           179           266  -3.95084e-04      0.005168      0.742678      0.000000             0      0.301587      3.757238      1.865253      0.095960     -0.658735      0.001901      4.976903      3.648265      4.718032      5.719495      3.375952     16.660583      4.399823      2.605355     19.734412     -1.000000      0.077642      0.121840      0.063692      0.031006    351.391835     25.087747   3.33084e+06           346           256           178    351.389641     25.079884   3.32622e+06
  "SoFiA J232756.45+245957.1"            16    151.748705    226.980936    176.019647           148           159           219           234           173           179           252   2.59239e-04      0.006228      0.623276      0.000000             0      0.187500      2.974889      1.309714      0.159646     -0.299596      0.001606      5.838405      5.140016      5.541325      7.510338      3.979031    -12.406574      5.789684      4.299168     13.420676    212.259329      0.082473      0.147178      0.070579      0.025496    351.985190     24.999188   3.33290e+06           152           225           174    351.984406     24.993687   3.33971e+06
  "SoFiA J232718.48+244235.4"            17    203.232183    122.717893    171.845757           197           210           117           127           166           178           250   4.32321e-04      0.004847      0.542766      0.000000             0      0.124875      2.993375      1.682908      0.727775     -0.728439      0.001682     11.824429      9.037387     11.818659      6.525984      4.047179     77.380619      4.803869      2.089177     31.215191     -1.000000      0.158433      0.101253      0.161750      0.026596    351.827018     24.709821   3.34697e+06           202           125           177    351.830794     24.716156   3.32959e+06
  "SoFiA J232508.07+251412.6"            18    380.409372    312.585825    172.188946           376           385           308           319           168           176           174   4.41876e-04      0.004410      0.378371      0.000000             0      0.161111      3.220760      1.512318      0.545834     -0.680096      0.001764      6.297278      1.740536      6.356289      5.195404      3.940062     34.694522      3.077979      1.414209     45.160256     -1.000000      0.128100      0.137215      0.106565      0.023270    351.283617     25.236834   3.34581e+06           381           311           171    351.281817     25.232424   3.34982e+06
  "SoFiA J232535.52+250715.4"            19    343.247483    270.780463    174.031706           340           346           268           273           171           176            57  -4.86633e-04      0.003822      0.106713      0.000000             0      0.226190      2.590237      1.618341      0.095044     -0.800578      0.001553      3.800000      1.861967      3.769708      3.258744      1.947929     52.472774      1.567773      0.000000    -73.736074     -1.000000      0.159931      0.125197      0.143449      0.011724    351.397993     25.120956   3.33960e+06           344           271           173    351.395683     25.121561   3.34308e+06
  "SoFiA J232759.05+250155.0"            20    148.239321    238.783093    173.253686           146           150           236           243           172           176            34   4.68323e-04      0.003514      0.072134      0.000000             0      0.170000      2.806128      1.487005      0.123146     -1.348845      0.001468      4.000000      0.596762      4.000000      4.587314      1.285498    -25.355936      0.000000      0.000000      0.000000     -1.000000      0.127945      0.241632      0.204558      0.008561    351.996034     25.031948   3.34222e+06           147           237           172    351.999820     25.026987   3.34645e+06
  "SoFiA J232755.94+245531.0"            21    152.378583    200.376023    172.900571           150           155           197           203           172           176            41   9.85862e-04      0.006733      0.155742      0.000000             0      0.195238      4.514448      1.727066     -0.235731     -1.028920      0.002908      3.509763      0.518596      3.718150      3.426547      2.255386     25.929938      0.000000      0.000000      0.000000     -1.000000      0.161076      0.220173      0.190749      0.018619    351.983069     24.925290   3.34341e+06           153           199           172    351.981156     24.921471   3.34645e+06
  "SoFiA J232559.85+251942.3"            22    310.103704    345.412518    168.504116           307           315           342           347           163           173            45   3.68807e-04      0.004059      0.105048      0.000000             0      0.075758      3.247403      1.754463      0.315846     -1.175403      0.001982      8.358384      7.549702     10.000000      4.373268      1.972158    -75.819171      0.000000      0.000000      0.000000     -1.000000      0.263133      0.130845      0.445398      0.013294    351.499395     25.328415   3.35824e+06           310           345           173    351.499715     25.327270   3.34308e+06
  "SoFiA J232735.06+244712.9"            23    180.691993    150.502824    165.015250           177           183           148           153           160           168            46     -0.001208      0.006325      0.152932      0.000000             0      0.121693      3.376722      1.967163     -0.424109     -0.627436      0.002259      5.845288      5.528305      8.000000      3.806035      1.915761     49.190045      2.798619   2.10734e-08    -69.188092     -1.000000      0.148129      0.125668      0.239187      0.015321    351.896084     24.786912   3.37000e+06           181           150           163    351.895139     24.785516   3.37680e+06
  "SoFiA J232724.41+252713.0"            24    195.529700    390.489582    162.017816           194           198           386           395           159           164            37   7.95725e-04      0.004225      0.081365      0.000000             4      0.123333      2.844603      1.494691      0.574736     -0.879934      0.002115      4.232148      1.398801      4.449742      5.562346      1.771390     -5.653221      0.000000      0.000000      0.000000     -1.000000      0.140158      0.425125      0.181776      0.012865    351.851697     25.453608   3.38011e+06           196           387           162    351.850236     25.443916   3.38017e+06
  "SoFiA J232622.98+252614.0"            25    278.731534    384.551159    158.264608           273           282           380           388           153           159            38  -3.40142e-04      0.004528      0.110819      0.000000             0      0.060317      4.298572      1.994094     -0.413344     -0.634266      0.001489      0.910026      0.568766      3.159322      5.458039      2.253603    -45.212600      4.523633      1.127343    -60.703698     -1.000000      0.198809      0.176967      0.132653      0.009176    351.595745     25.437211   3.39277e+06           281           385           159    351.588767     25.438455   3.39029e+06
  "SoFiA J232710.50+251007.7"            26    214.265662    287.939343    153.403253           209           221           284           292           147           159           253  -6.03713e-04      0.005396      0.573252      0.000000             0      0.166338      2.778340      1.401693      0.445714     -0.148368      0.001883     11.496558      8.415125     11.517788      6.853729      3.551961     77.213875      5.398622      2.526818     52.500465     -1.000000      0.172876      0.095618      0.169969      0.029949    351.793757     25.168804   3.40916e+06           217           287           153    351.785362     25.166202   3.41052e+06
  "SoFiA J232711.12+250039.7"            27    213.373025    231.144965    153.104024           211           216           227           238           150           155            75   2.11065e-04      0.003998      0.141774      0.000000             0      0.173611      3.024784      1.981015      0.459031     -0.938943      0.001461      5.000000      0.556222      5.000000      5.740604      2.662352      3.351541      0.000000      0.000000      0.000000     -1.000000      0.118851      0.248397      0.183849      0.012651    351.796328     25.011040   3.41017e+06           212           230           155    351.800533     25.007856   3.40378e+06
  "SoFiA J232737.39+250305.5"            28    177.684851    245.774001    143.105017           174           181           242           250           138           153           105   4.09668e-04      0.004079      0.273743      0.000000             0      0.091146      3.740510      1.586026     -0.352677     -1.044360      0.001525     13.031592      9.370979     13.657962      3.947855      2.230067     40.711406      3.319035      1.507932     45.194158     -1.000000      0.084164      0.098574      0.251799      0.015631    351.905799     25.051540   3.44390e+06           179           244           141    351.901757     25.046619   3.45101e+06
  "SoFiA J232527.41+245351.9"            29    354.439604    190.449704    148.900783           352           357           189           193           143           151            30      0.001280      0.004299      0.098995      0.000000             0      0.111111      4.618897      1.531380     -0.220370     -0.971805      0.001900      8.000000      0.532462      8.000000      3.154852      1.718588    -50.126238      2.276911      0.395012    -68.878886     -1.000000      0.137258      0.125985      0.287498      0.010409    351.364204     24.897750   3.42435e+06           353           190           151    351.368616     24.896509   3.41727e+06
  "SoFiA J232551.16+251008.1"            30    321.983693    288.011204    144.159044           320           325           283           293           137           150           256  -4.10777e-04      0.005026      0.629146      0.000000             0      0.277056      2.565090      1.430857      0.141056     -0.844135      0.002366     10.899638      7.947594     10.119236      4.930963      1.875491      5.375683      3.907642      1.465729     -0.926430     -1.000000      0.063702      0.147317      0.181729      0.037850    351.463151     25.168922   3.44035e+06           322           286           146    351.463110     25.163335   3.43414e+06
  "SoFiA J232756.34+245420.1"            31    151.806618    193.278805    143.052141           148           155           185           200           135           150           160  -1.78552e-04      0.005219      0.398971      0.000000             0      0.078125      2.734897      1.420278      0.784543     -0.280986      0.001747     13.474393      8.692715     13.450114      6.118100      2.904826     -2.221503      2.524457      1.674486    -56.960196     -1.000000      0.075756      0.174405      0.213312      0.022101    351.984770     24.905571   3.44408e+06           152           193           142    351.984176     24.904798   3.44763e+06
  "SoFiA J232756.53+252036.2"            32    151.930456    350.889326    145.634802           149           156           346           353           143           149            39   1.13912e-04      0.003788      0.063351      0.000000             0      0.087054      1.952648      1.673076      1.176408      0.120253      0.001913      6.000000      3.212975      6.000000      5.873413      1.670129     47.244718      0.000000      0.000000      0.000000     -1.000000      0.370879      0.332917      0.434306      0.011950    351.985535     25.343379   3.43537e+06           150           353           143    351.991484     25.349229   3.44426e+06
  "SoFiA J232818.85+251056.3"            33    121.488577    292.987429    144.666386           115           127           290           295           138           149            98  -4.03591e-04      0.003237      0.180940      0.000000             0      0.104701      2.264747      1.141969      0.425050     -0.108161      0.001949      9.660923      2.201834      9.868982      7.932756      1.734259     72.201741      0.000000      0.000000      0.000000     -1.000000      0.400266      0.152191      0.280245      0.019290    352.078554     25.182311   3.43864e+06           125           292           146    352.067767     25.179598   3.43414e+06
  "SoFiA J232552.62+245906.6"            34    320.087917    221.852691    141.046057           318           322           220           226           137           148            46   2.02709e-04      0.004013      0.111992      0.000000             0      0.109524      3.210266      1.342620      0.090943     -0.884642      0.001988      4.918140      1.250421     11.000000      2.744256      1.651733      2.160195      1.714422      0.000000     -5.886693     -1.000000      0.100618      0.168353      0.348982      0.013484    351.469264     24.985156   3.45085e+06           320           221           140    351.469538     24.982788   3.45438e+06
  "SoFiA J232720.95+245219.1"            35    199.946242    181.094579    142.426288           198           202           178           183           138           148            67   2.94846e-04      0.004763      0.156116      0.000000             0      0.203030      2.256368      1.418673      0.754602     -0.074613      0.002383     10.000000      6.705388     10.000000      2.429987      2.163891     31.994348      0.000000      0.000000      0.000000     -1.000000      0.143533      0.140202      0.332349      0.019503    351.837290     24.871969   3.44619e+06           200           181           142    351.837125     24.871706   3.44763e+06
  "SoFiA J232722.24+251153.1"            36    198.345220    298.494007    144.336062           195           202           294           303           142           147            57  -9.26908e-05      0.003720      0.114381      0.000000             0      0.118750      2.492387      1.410979      0.516666     -0.490308      0.002050      5.000000      2.917617      5.000000      6.707435      2.449913    -22.933750      0.000000      0.000000      0.000000     -1.000000      0.249929      0.417770      0.194528      0.015479    351.842662     25.198073   3.43975e+06           196           295           145    351.849847     25.188359   3.43751e+06
  "SoFiA J232723.11+244238.2"            37    196.924129    123.014934    143.363955           194           200           121           125           139           146            65  -2.88056e-05      0.005084      0.166143      0.000000             0      0.232143      3.551917      1.867241     -0.020627     -1.337224      0.002018      4.890704      4.556690      4.894763      2.671700      2.102848     87.230950      0.154654      0.000000     78.864270     -1.000000      0.132482      0.100273      0.194845      0.016268    351.846308     24.710624   3.44303e+06           197           123           142    351.846076     24.710583   3.44763e+06
  "SoFiA J232553.69+252719.3"            38    318.392889    391.122109    141.727374           316           320           388           394           139           144            40  -5.35358e-05      0.004327      0.105951      0.000000             4      0.190476      4.666806      2.733281     -0.178097     -1.138214      0.002199      5.000000      1.026289      5.000000      3.064701      2.089297     24.348290      0.000000      0.000000      0.000000     -1.000000      0.145229      0.200113      0.178978      0.013907    351.473719     25.455358   3.44855e+06           318           390           142    351.474932     25.452242   3.44763e+06
  "SoFiA J232628.20+251034.6"            39    271.686500    290.617726    137.178737           268           276           285           296           124           143           204  -4.36600e-04      0.006040      0.503828      0.000000             0      0.094444      3.051266      1.629508      0.491381      0.192159      0.001818     17.486030      8.844475     17.660498      6.390839      2.734585     12.311677      7.009151      2.125843      6.175796     -1.000000      0.079057      0.156150      0.248561      0.025961    351.617519     25.176292   3.46390e+06           271           293           137    351.619624     25.182910   3.46450e+06
  "SoFiA J232701.59+250242.7"            40    226.331269    243.431929    140.813790           224           229           242           246           138           143            60   9.77133e-04      0.005272      0.143714      0.000000             0      0.333333      2.869409      1.000678      0.854458      0.611405      0.002704      4.810563      4.030921      4.613612      2.888481      1.865682     49.208324      0.000000      0.000000      0.000000     -1.000000      0.181469      0.165670      0.205365      0.020948    351.756633     25.045200   3.45163e+06           226           244           141    351.757650     25.046777   3.45101e+06
  "SoFiA J232711.17+251013.7"            41    213.365040    288.540710    133.018530           208           223           286           292           129           137           115   4.91706e-04      0.004790      0.286862      0.000000             0      0.114087      3.214462      1.293470      0.115914     -0.873399      0.001652      5.829189      4.149618      5.675760      7.834994      2.483255     88.915463      8.230121      1.977789    -89.690010     -1.000000      0.232829      0.077096      0.122708      0.017720    351.796522     25.170472   3.47794e+06           209           289           134    351.809921     25.171736   3.47462e+06
  "SoFiA J232509.98+251008.5"            42    377.887827    288.173448    129.476574           374           382           284           291           124           133            85  -7.62365e-04      0.004407      0.145399      0.000000             0      0.118056      2.293291      2.021875      0.811390     -0.430713      0.001445      7.819003      3.520250      8.229006      4.958894      2.333403    -59.778134      4.449368      1.013766    -66.051198     -1.000000      0.182868      0.157132      0.258682      0.013322    351.291569     25.169041   3.48989e+06           375           287           130    351.300442     25.165803   3.48812e+06
  "SoFiA J232757.79+245356.6"            43    149.838926    190.933478    122.762810           145           154           185           196           109           133           568  -2.44559e-04      0.005500      1.334712      0.000000             0      0.189333      2.867751      1.539346      0.831046      1.144565      0.001750     16.659539      6.428421     19.199773      4.143421      3.575863     63.227883      4.234232      3.373606     85.533384    315.040832      0.061204      0.058701      0.155047      0.041713    351.990779     24.899044   3.51255e+06           151           191           124    351.987224     24.899236   3.50837e+06
  "SoFiA J232547.49+244324.4"            44    327.223555    127.646771    127.011872           324           330           123           132           125           130            63   3.57254e-04      0.003271      0.122862      0.000000             4      0.150000      2.990279      1.458540      0.359586     -0.502203      0.001742      4.222847      1.222569      4.225161      3.752697      2.928576     -7.429470      0.000000      0.000000      0.000000     -1.000000      0.166433      0.202727      0.137371      0.013827    351.447858     24.723440   3.49821e+06           326           127           126    351.451603     24.721649   3.50162e+06
  "SoFiA J232528.86+245329.1"            45    352.463840    188.163100    122.659168           351           355           185           190           121           125            51   4.51179e-04      0.003410      0.100240      0.000000             0      0.340000      2.466127      0.782516     -0.236140     -0.351093      0.002268      4.000000      2.708573      4.000000      2.755308      1.918198     16.978396      0.000000      0.000000      0.000000     -1.000000      0.173278      0.212314      0.201847      0.016199    351.370270     24.891410   3.51290e+06           352           189           123    351.371685     24.893737   3.51175e+06
  "SoFiA J232711.69+251019.6"            46    212.650575    289.130267    117.745788           203           221           286           293           114           122           155   5.80319e-04      0.004792      0.368549      0.000000             0      0.113304      2.850173      1.430407      0.597096     -0.828409      0.001843      6.151856      3.896578      6.044884      9.240248      3.001073    -81.303789      9.571906      0.000000    -76.339791     -1.000000      0.251945      0.103506      0.100522      0.022948    351.798717     25.172108   3.52948e+06           210           289           119    351.806852     25.171739   3.52525e+06
  "SoFiA J232733.47+244324.0"            47    182.817250    127.615080    118.040253           178           185           125           129           114           122            44  -9.49910e-04      0.003357      0.074552      0.000000             4      0.122222      2.144641      1.655713     -0.266923     -0.993686      0.001926      2.128131      1.233862      8.000000      4.019884      2.069949     87.886595      0.000000      0.000000      0.000000     -1.000000      0.270451      0.159590      0.335335      0.012774    351.889467     24.723344   3.52849e+06           184           128           118    351.885852     24.724418   3.52863e+06
  "SoFiA J232558.52+251110.5"            48    311.976858    294.240164    103.100644           305           319           281           305            91           115           557  -5.68219e-04      0.006261      1.368895      0.000000             0      0.059413      2.827101      1.611493      0.716353      0.249014      0.001518     20.873894      4.780393     23.600732     10.872523      3.976657     25.184635     10.686580      3.904789     24.718130    204.035465      0.074986      0.129172      0.149660      0.035816    351.493839     25.186263   3.57893e+06           312           296           102    351.493761     25.191151   3.58265e+06
  "SoFiA J232524.88+251050.4"            49    357.649405    292.306651     98.182435           351           364           286           298            89           112           230  -1.79020e-04      0.004510      0.553867      0.000000             0      0.052656      3.763670      1.698862     -0.296250     -0.685588      0.001395     21.802318     21.492291     21.828061      6.310535      3.428561     47.846730      4.421396      2.094220     62.462239    248.920234      0.097359      0.094531      0.264951      0.021161    351.353656     25.180665   3.59554e+06           357           293            98    351.355644     25.182595   3.59615e+06
  "SoFiA J232616.12+252223.7"            50    288.038058    361.534114     99.833240           275           295           355           368            92           108           160  -3.35335e-04      0.005627      0.496686      0.000000             0      0.032013      4.627663      2.255468     -0.020266     -0.385767      0.001275      6.686065      1.298479      7.447346     11.271678      4.032869     77.017163     10.913428      3.939075     80.096488    272.995481      0.178770      0.080450      0.101437      0.016126    351.567171     25.373258   3.58996e+06           291           361            99    351.558066     25.371768   3.59278e+06
  "SoFiA J232706.98+251233.6"            51    219.059190    302.528694     98.618366           216           224           291           309            92           108           132  -4.73254e-04      0.005121      0.248006      0.000000             0      0.045408      2.236778      1.234783     -0.011940     -0.683218      0.001421     14.515458      9.745048     14.525480      8.300211      3.043253     -5.864745      7.961477      1.239384      5.444819     -1.000000      0.113624      0.256666      0.265731      0.016331    351.779082     25.209342   3.59407e+06           219           307           100    351.779275     25.221763   3.58940e+06
  "SoFiA J232615.64+245743.8"            52    288.803021    213.538305    104.884805           287           291           210           216           103           108            44   7.76469e-04      0.004519      0.114402      0.000000             0      0.209524      3.275500      1.855660      0.199351     -1.600596      0.001933      3.338281      1.231628      3.469414      2.597102      2.198233    -20.243333      2.624905   2.10734e-08     65.785604     -1.000000      0.128656      0.148660      0.118731      0.012825    351.565158     24.962156   3.57291e+06           290           213           104    351.561492     24.960658   3.57589e+06
  "SoFiA J232731.96+244306.1"            53    184.880837    125.821663    100.042168           181           188           121           133            91           107           145  -4.30049e-04      0.004365      0.315786      0.000000             4      0.082014      4.081392      2.726588      0.872245      0.897553      0.001586     13.781967     13.468934     13.866279      4.869270      3.071008     -4.297594      4.134639      1.815092      5.843992     -1.000000      0.086340      0.132576      0.318211      0.019103    351.883147     24.718371   3.58926e+06           184           126           107    351.885842     24.718863   3.56576e+06
  "SoFiA J232713.83+251117.7"            54    209.750762    294.947628     86.920546           203           222           290           303            71           106           570     -0.001177      0.005148      1.155041      0.000000             0      0.056548      2.860993      1.661599      0.491764   1.08796e-05      0.001381     33.888441     28.838645     33.937004      8.724053      4.896310    -69.879875      6.780049      5.299941    -71.096286     -1.000000      0.113851      0.073823      0.253846      0.032961    351.807636     25.188259   3.63358e+06           207           294            93    351.816077     25.185619   3.61304e+06
  "SoFiA J232723.24+244805.7"            55    196.789227    155.759588     99.989991           195           199           151           160            96           104            96   2.89939e-04      0.004167      0.190481      0.000000             0      0.213333      2.288195      1.130785      0.729607     -0.049401      0.001890      8.000000      4.695762      6.825061      3.448912      1.872251     -6.603944      1.549851      0.973511    -19.086553     -1.000000      0.097722      0.156634      0.194582      0.018519    351.846853     24.801582   3.58943e+06           197           156           101    351.846209     24.802251   3.58602e+06
  "SoFiA J232521.16+251213.2"            56    362.668881    300.597032     94.311185           355           369           290           309            88           102           472  -1.76164e-04      0.004629      0.887495      0.000000             0      0.104889      2.591118      1.393150      0.774724      0.111999      0.001642     12.630145      9.243100     12.599452     12.179014      4.030621     20.121611     11.471985      4.296483     17.358593     -1.000000      0.109936      0.228088      0.133142      0.035680    351.338186     25.203661   3.60861e+06           360           306            96    351.346341     25.218687   3.60291e+06
  "SoFiA J232554.97+250704.8"            57    316.836689    269.672921     93.038179           313           322           264           275            87           101           221  -4.46563e-04      0.005422      0.606563      0.000000             0      0.122778      2.974696      1.450498      0.164426     -0.568902      0.001649     12.078066     10.222591     11.827838      4.716650      2.774431    -15.450287      4.204712      2.356564    -21.018770    294.966820      0.054775      0.088577      0.142074      0.024511    351.479026     25.118003   3.61291e+06           317           270            91    351.478524     25.118910   3.61980e+06
