# SoFiA source catalogue
# Creator: SoFiA 2.4.1 (23-Mar-2022)
# Time:    Fri, 22 Aug 2025, 08:50:19
#
# Note that the plain-text catalogue is solely intended for
# visual inspection and should not be used for quantitative
# analysis due to limited precision and the lack of Unified
# Content Descriptors.  The XML catalogue should instead be
# imported into Python or VO-compatible software to analyse
# the source parameters measured by SoFiA, e.g. through the
# astropy.io.votable module of Astropy.
#
# Header rows:
#   1 = column number
#   2 = parameter name
#   3 = parameter unit
#
#                           1             2             3             4             5             6             7             8             9            10            11            12            13            14            15            16            17            18            19            20            21            22            23            24            25            26            27            28            29            30            31            32            33            34            35            36            37            38            39            40            41            42            43            44            45            46
#                        name            id             x             y             z         x_min         x_max         y_min         y_max         z_min         z_max         n_pix         f_min         f_max         f_sum           rel          flag          fill          mean           std          skew          kurt           rms           w20           w50          wm50       ell_maj       ell_min        ell_pa     ell3s_maj     ell3s_min      ell3s_pa        kin_pa         err_x         err_y         err_z     err_f_sum            ra           dec         v_opt        x_peak        y_peak        z_peak       ra_peak      dec_peak    v_opt_peak
#                           -             -           pix           pix           pix           pix           pix           pix           pix           pix           pix             -       Jy/beam       Jy/beam       Jy/beam             -             -             -       JY/BEAM       JY/BEAM             -             -       Jy/beam           pix           pix           pix           pix           pix           deg           pix           pix           deg           deg           pix           pix           pix       Jy/beam           deg           deg           m/s           pix           pix           pix           deg           deg           m/s

  "SoFiA J142146.98-004400.2"            14    365.328420      7.076613    152.642788           361           372             5            12           149           155            64     -0.004681      0.008220      0.256294      0.000000             0      0.095238      4.877949      3.944949     -1.971986      3.496774      0.002830      6.000000      1.266873      6.000000      6.212203      3.855151     74.328845      0.000000      0.000000      0.000000     -1.000000      0.235243      0.147554      0.157227      0.022639    215.445761     -0.733400   1.70885e+06           364             7           154    215.447607     -0.733506   1.71357e+06
  "SoFiA J142249.10-000237.1"            15    178.994564    503.699361    149.094498           178           182           502           506           148           154            25     -0.007321      0.007113      0.020897      0.000000             0      0.142857      1.142492      5.674050     -0.313240     -1.705360      0.002676      1.875995      1.473920      1.970617      2.303977      1.392872     41.563049      1.474306      0.407838     71.829326     -1.000000      0.130264      0.152139      0.152172      0.013381    215.704571     -0.043643   1.69652e+06           178           504           149    215.705953     -0.043225   1.69619e+06
  "SoFiA J142211.68-004351.7"            16    291.231143      8.784585    148.424423           289           297             5            12           145           152            57      0.001745      0.011542      0.341993      0.000000             0      0.098958      4.134140      1.556645      0.134659     -1.058719      0.002697      5.926315      4.643453      5.461476      5.197730      2.217930     41.799473      5.697258      1.989110     46.557620    106.092652      0.118291      0.130056      0.099807      0.020361    215.548683     -0.731029   1.69419e+06           290            10           149    215.550393     -0.729341   1.69619e+06
  "SoFiA J142100.98-003906.3"            17    503.325431     65.861891    147.932449           499           506            61            69           146           151            48      0.001639      0.008456      0.286189      0.000000             0      0.111111      6.700562      1.678309     -0.005375      1.055585      0.002625      5.000000      4.266183      5.000000      4.952443      1.456677    -46.671532      5.287293      1.352275    -44.441529    324.465710      0.115805      0.108862      0.120838      0.018183    215.254087     -0.651747   1.69248e+06           503            66           147    215.254539     -0.651555   1.68925e+06
  "SoFiA J142346.94-001631.4"            18      5.469830    336.846742    144.523257             5             9           334           338           138           150            33     -0.007689      0.007232      0.088324      0.000000             0      0.101538      3.375661      4.572879     -0.743905     -0.544709      0.003289     10.947324      2.606352     12.000000      1.721706      0.923855    -33.713910      1.238737      0.668986    -43.544932     -1.000000      0.083345      0.101768      0.386969      0.018891    215.945584     -0.275378   1.68064e+06             5           337           145    215.946236     -0.275165   1.68230e+06
  "SoFiA J142346.33-003708.6"            19      7.303558     89.402678    139.781576             5            12            75           104           133           148           293     -0.010198      0.008075      0.853071      0.000000             0      0.076302      3.573738      4.922835     -1.073082      0.204672      0.002651      9.225867      7.885441      9.127308     14.556193      3.114863     -8.936842     13.359699      3.061369    -10.756463     -1.000000      0.063820      0.247299      0.104573      0.045377    215.943053     -0.619051   1.66417e+06             7            81           142    215.943475     -0.630722   1.67188e+06
  "SoFiA J142345.93-002944.4"            20      8.495958    178.231122    143.540625             5            15           172           190           140           147           135     -0.010847      0.009457      0.274356      0.000000             0      0.080742      3.695143      5.509828     -0.785759     -0.693552      0.002693      2.710909      1.913461      2.772192      7.284443      3.683532    -43.583227      7.429076      1.114350    -49.472640     -1.000000      0.154606      0.169619      0.064780      0.031294    215.941390     -0.495678   1.67723e+06            14           183           143    215.933744     -0.489055   1.67535e+06
  "SoFiA J142115.63-004401.5"            21    459.378919      6.830025    144.414231           451           471             5            11           141           147            95     -0.007891      0.009714      0.285250      0.000000             0      0.092323      2.914199      6.350072     -1.085700      0.053963      0.002540      4.754389      2.086478      5.974182     10.611496      3.626883     86.857835      9.400272      3.521635     85.124835    238.221140      0.300969      0.108680      0.079749      0.024753    215.315124     -0.733739   1.68026e+06           452             5           145    215.325373     -0.736281   1.68230e+06
  "SoFiA J142320.58-000243.0"            22     84.548906    502.524553    137.941956            83            88           499           506           135           144            66     -0.007619      0.009993      0.398772      0.000000             0      0.137500      3.738293      2.609511     -1.015605      2.145358      0.004255      6.723070      6.307675      6.664252      3.586059      1.800186    -37.417959      1.904782      0.761187    -68.131002     -1.000000      0.099944      0.127143      0.169866      0.034567    215.835746     -0.045272   1.65778e+06            84           503           135    215.836509     -0.044611   1.64756e+06
  "SoFiA J142100.97-003259.8"            23    503.374737    139.168086    138.444417           500           506           138           142           134           142            19      0.001740      0.007096      0.086868      0.000000             0      0.060317      5.666927      1.447515     -0.819013      2.468179      0.001959      7.661527      1.304192      7.713641      4.230868      2.037406    -64.979540      5.051825      1.284770    -71.265709    123.690068      0.186193      0.125943      0.230186      0.008539    215.254025     -0.549932   1.65953e+06           500           138           139    215.258713     -0.551555   1.66146e+06
  "SoFiA J142100.54-003141.3"            24    504.640478    154.859772    129.903392           500           506           142           166           125           140           138     -0.007617      0.008505      0.136348      0.000000             0      0.049286      1.709965      6.855339     -0.538931     -1.084146      0.002580      2.921497      1.942648     10.678791     12.759809      2.389476      1.019120      6.303580      1.796811      7.920903     -1.000000      0.074422      0.377245      0.163315      0.030305    215.252268     -0.528138   1.62986e+06           504           155           129    215.253158     -0.527943   1.62673e+06
  "SoFiA J142156.06-000230.5"            25    338.115285    505.023169    135.797664           334           345           502           506           132           139            30     -0.008408      0.009522      0.137222      0.000000             0      0.062500      3.906706      3.526793     -1.714710      1.687889      0.002741      5.343121      1.635999      5.543609      6.730188      2.549625    -83.349833      7.770088      2.202471    -83.894494    291.869179      0.290391      0.111747      0.146635      0.015015    215.483570     -0.041804   1.65033e+06           335           506           136    215.487897     -0.040447   1.65104e+06
  "SoFiA J142100.88-001412.7"            26    503.634170    364.576330    126.559919           499           506           352           379           116           139           414     -0.007734      0.010558      1.319428      0.000000             0      0.077009      3.720485      5.487121     -1.061179      0.054662      0.002726     20.534008     19.383970     20.693622     16.838562      3.629690     -4.252779     17.197542      3.493377     -3.700879    184.475505      0.054228      0.239524      0.171168      0.055459    215.253678     -0.236865   1.61825e+06           505           374           119    215.251781     -0.223776   1.59200e+06
  "SoFiA J142247.89-000236.8"            27    182.623590    503.767886    132.705047           178           187           501           506           122           138            77     -0.006418      0.011110      0.360230      0.000000             0      0.075490      2.457538      3.506840     -1.597492      2.056089      0.003515      4.167253      3.060370     13.882833      4.412365      2.462668    -82.582681      4.402957      2.716129     80.869551     -1.000000      0.157494      0.093052      0.216758      0.030845    215.699531     -0.043548   1.63959e+06           181           502           133    215.701786     -0.046003   1.64062e+06
  "SoFiA J142100.53-001853.9"            28    504.688572    308.348924    131.768758           502           506           301           312           130           138            61     -0.007943      0.011076      0.204608      0.000000             0      0.112963      3.173992      5.381965     -0.735910     -0.978277      0.002858      3.353640      2.134490      3.284515      3.852611      1.814446    -30.387469      3.743751      1.128906    -43.179673    145.359098      0.082232      0.130537      0.064276      0.022323    215.252211     -0.314958   1.63634e+06           505           308           132    215.251778     -0.315443   1.63714e+06
  "SoFiA J142346.52-002047.0"            29      6.721757    285.713693    135.548017             5            10           279           289           134           138            45     -0.007365      0.007854      0.186666      0.000000             0      0.136364      5.716095      4.041593     -1.423929      3.036621      0.003313      2.746129      1.935595      2.673119      4.617497      2.988499     11.639911      4.399408      1.160726     37.707445     -1.000000      0.142028      0.241553      0.085113      0.022226    215.943847     -0.346396   1.64947e+06             5           288           136    215.946239     -0.343221   1.65104e+06
  "SoFiA J142346.23-000951.6"            30      7.608081    416.800054    129.855876             5            13           391           439           112           137           578     -0.009617      0.010201      1.993915      0.000000             0      0.050410      5.673005      5.940408     -0.760483      1.043469      0.002665      9.245171      8.017040     19.140708     27.671538      4.205250     -0.944642     26.779715      4.333434     -1.573803    357.798919      0.048875      0.337102      0.125561      0.064073    215.942611     -0.164331   1.62970e+06             7           393           133    215.943457     -0.197387   1.64062e+06
  "SoFiA J142346.14-002004.6"            31      7.857712    294.194718    132.909306             5            11           291           297           129           136            24      0.004067      0.008969      0.139937      0.000000             0      0.061224      5.277474      1.052793      0.259684      1.921509      0.003045      6.931968      6.582480      6.947514      5.171764      1.473164    -48.149350      5.603014      0.000000    -49.879529     -1.000000      0.206821      0.191777      0.242741      0.014916    215.942269     -0.334617   1.64030e+06            10           296           135    215.939294     -0.332110   1.64756e+06
  "SoFiA J142345.85-004350.6"            32      8.754403      9.008963    121.155846             5            18             5            18            99           136           657     -0.009710      0.011785      0.317719      0.000000             0      0.088212      1.402376      8.434345     -0.136293     -0.774982      0.002524     28.701724     16.642455     29.116456      7.241522      5.968298     -6.646543     10.267532      4.779977     -1.381803    209.981785      0.092290      0.100798      0.276790      0.064683    215.941046     -0.730711   1.59949e+06             5             8           118    215.946261     -0.732112   1.58853e+06
  "SoFiA J142100.69-001536.3"            33    504.196748    347.855308    130.463558           502           506           345           352           127           135            38     -0.007881      0.007710      0.052416      0.000000             0      0.105556      0.917508      5.755706     -0.647822     -1.303411      0.002928      7.765776      7.334427      7.907304      3.457017      1.801990    -20.176662      0.000000      0.000000      0.000000     -1.000000      0.128077      0.212813      0.278176      0.018050    215.252896     -0.260088   1.63181e+06           504           346           131    215.253169     -0.262665   1.63367e+06
  "SoFiA J142254.54-004357.1"            34    162.664054      7.697806    131.709107           159           166             5            11           128           134            54      0.001179      0.009173      0.280847      0.000000             0      0.137755      4.207952      1.689708      0.031366     -0.569979      0.004066      3.607096      2.690652      3.450495      4.309484      3.375705    -83.125649      8.106451           nan    -55.389774     -1.000000      0.222598      0.171081      0.108840      0.029879    215.727263     -0.732538   1.63613e+06           166            10           131    215.722629     -0.729340   1.63367e+06
  "SoFiA J142315.09-004401.0"            35    101.021598      6.928743    132.266728            95           105             5            10           130           134            38      0.003124      0.009351      0.205902      0.000000             0      0.115152      5.417052      1.994985      1.204366      2.044787      0.003799      2.544412      1.640820      2.504831      6.637719      1.895890    -68.201541      8.240213      0.000000    -74.929514     -1.000000      0.354754      0.167567      0.080922      0.023419    215.812885     -0.733604   1.63807e+06           105             8           132    215.807359     -0.732116   1.63714e+06
  "SoFiA J142346.49-002946.6"            36      6.839019    177.808513    131.176877             5             9           174           181           128           132            21     -0.007524      0.007727      0.025435      0.000000             0      0.105000      1.863282      6.359343     -0.436577     -1.686804      0.002647      1.747029      1.091893      1.888134      3.887037      1.508582     34.157052      0.000000      0.000000      0.000000     -1.000000      0.180511      0.256427      0.060256      0.012130    215.943691     -0.496265   1.63428e+06             5           180           131    215.946245     -0.493221   1.63367e+06
  "SoFiA J142346.52-003311.1"            37      6.730836    136.905043    126.104158             5            10           131           145           122           132            49     -0.006404      0.006892      0.103647      0.000000             0      0.049495      2.982435      6.199477     -0.908830     -0.766800      0.002597      2.680837      1.605638      2.657101      6.748786      1.915991    -19.974532      2.326562      0.000000    -38.921403     -1.000000      0.134742      0.289655      0.107071      0.018180    215.943845     -0.553075   1.61667e+06             6           136           126    215.944860     -0.554332   1.61631e+06
  "SoFiA J142117.14-000230.5"            38    454.864449    505.014205    126.477875           449           462           500           506           120           130           104     -0.008262      0.009753      0.508433      0.000000             0      0.096475      5.837114      3.259506     -1.121047      3.303524      0.002836      3.471215      1.502053      9.165736      7.543185      2.793508    -89.944865      7.583004      1.654392    -87.918656     44.395345      0.201013      0.072353      0.125724      0.028917    215.321417     -0.041813   1.61797e+06           451           506           127    215.326785     -0.040444   1.61978e+06
  "SoFiA J142240.62-000235.6"            39    204.423362    504.002356    113.226983           193           216           498           506           100           128           341     -0.010388      0.009619      0.234038      0.000000             0      0.054438      0.770721      6.201864     -0.214596     -1.408596      0.002737     18.738279      8.046157     28.000000     12.951161      3.645486    -89.905967     12.277758      4.122327    -87.687552    250.343630      0.251121      0.066079      0.217439      0.050546    215.669253     -0.043222   1.57196e+06           200           505           111    215.675397     -0.041837   1.56423e+06
  "SoFiA J142100.46-003046.1"            40    504.901924    165.895811    121.421107           501           506           159           172           115           125            78     -0.006600      0.007501      0.267157      0.000000             0      0.084416      4.850745      4.442875     -1.687505      2.344368      0.002585      5.267169      1.471578      5.714451      6.363309      2.339898     -2.162363      3.198157      1.622677     16.345440     -1.000000      0.085877      0.228651      0.116450      0.022828    215.251906     -0.512810   1.60041e+06           506           167           122    215.250381     -0.511276   1.60242e+06
  "SoFiA J142102.12-004350.1"            41    499.899759      9.096894    115.597461           492           506             5            16           105           125           396     -0.007434      0.009986      0.729817      0.000000             0      0.104762      1.593259      7.473212     -0.403438      0.314582      0.002457     18.912436     15.346684     19.372965      8.722396      4.362924    -46.645877      9.292976      4.109951    -51.862507    311.155544      0.116490      0.101613      0.207217      0.048885    215.258840     -0.730588   1.58019e+06           501            13           124    215.257312     -0.725167   1.60936e+06
  "SoFiA J142315.72-000236.3"            42     99.116479    503.852018    120.052903            95           104           501           506           118           122            26      0.004114      0.012383      0.201662      0.000000             0      0.086667      4.208108      0.819823     -0.551446     -0.605156      0.003822      3.856882      3.003716      3.617368      6.696960      1.211768    -59.037743      6.584383      0.707527    -58.179412     -1.000000      0.278179      0.175135      0.102750      0.019489    215.815514     -0.043429   1.59566e+06            95           501           121    215.821231     -0.047390   1.59895e+06
  "SoFiA J142346.64-001513.3"            43      6.368922    352.456507    116.795029             5            10           349           355           111           122            38     -0.005181      0.009518      0.141907      0.000000             0      0.075397      3.512571      4.917673     -1.109796      0.143829      0.002184     10.904169     10.419255     11.000000      4.842916      1.853152     37.530587      5.187336      1.641793     39.332255    359.008540      0.117202      0.141415      0.288595      0.013465    215.944335     -0.253698   1.58435e+06             5           354           120    215.946236     -0.251554   1.59547e+06
  "SoFiA J142101.18-003803.7"            44    502.723021     78.380506    117.679885           500           506            74            82           114           122           100     -0.005728      0.007836      0.296647      0.000000             0      0.176367      3.015670      4.314996     -1.197510      1.348870      0.003179      7.885294      7.412794      7.729745      4.103383      2.393324    -29.134425      2.550508      1.421935     23.816104     -1.000000      0.123925      0.162223      0.182451      0.031792    215.254925     -0.634360   1.58742e+06           502            79           117    215.255930     -0.633499   1.58506e+06
  "SoFiA J142100.57-004307.0"            45    504.567632     17.728051    118.872232           502           506            13            25           118           122            32     -0.006786      0.008052      0.099772      0.000000             0      0.098462      3.510225      5.392710     -1.227931     -0.190389      0.002435      3.589717      1.475580      3.489568      6.176316      2.439120      0.133109      5.901434      1.792314     -7.022658    315.000000      0.106497      0.276008      0.089620      0.013776    215.252357     -0.718600   1.59156e+06           504            16           118    215.253145     -0.721000   1.58853e+06
  "SoFiA J142346.36-003332.9"            46      7.219224    132.529407    118.392150             5            10           130           135           117           121            12      0.003984      0.007981      0.076993      0.000000             0      0.066667      5.266461      1.429896     -0.555945      1.048650      0.002777      4.000000      0.901836      4.000000      4.529182      0.604435    -48.195279      5.014909      0.215376    -53.320443     -1.000000      0.212094      0.194667      0.208314      0.009620    215.943167     -0.559152   1.58989e+06             9           134           117    215.940693     -0.557110   1.58506e+06
  "SoFiA J142100.71-004216.0"            47    504.131447     27.929549    112.665083           502           506            25            31           111           118            34     -0.007335      0.007576      0.114491      0.000000             0      0.121429      4.740761      4.501822     -1.720268      1.510183      0.002268      2.609937      1.902943      7.000000      4.398330      1.193663    -35.925169      4.058477      1.093184    -31.060687     -1.000000      0.114251      0.151209      0.128892      0.013225    215.252964     -0.704431   1.57001e+06           503            27           112    215.254535     -0.705722   1.56770e+06
  "SoFiA J142100.97-001957.9"            48    503.363425    295.546616    113.791270           501           505           294           298           111           117            28      0.001390      0.007261      0.120442      0.000000             0      0.160000      4.850769      1.488319     -0.027631      0.181027      0.002462      5.933432      4.931867      5.931791      2.820075      1.690140    -34.447161      1.199800      0.911178     39.294351     -1.000000      0.112089      0.127450      0.194963      0.013028    215.254051     -0.332739   1.57392e+06           503           295           112    215.254556     -0.333499   1.56770e+06
  "SoFiA J142346.59-001439.8"            49      6.512260    359.166721    111.828529             5            11           355           364           109           116            38     -0.007626      0.008871      0.086222      0.000000             0      0.067857      3.775503      5.774132     -0.763082     -0.572934      0.002463      3.737395      3.031065      3.575916      7.202897      1.633891    -33.599564      7.018563   5.96046e-08    -25.526696     -1.000000      0.167664      0.245199      0.089916      0.015183    215.944135     -0.244378   1.56711e+06             5           356           111    215.946236     -0.248776   1.56423e+06
  "SoFiA J142305.12-000234.5"            50    130.930156    504.215642    108.437915           118           138           500           506           101           115           175     -0.008462      0.010184      0.316399      0.000000             0      0.079365      1.897506      5.729610     -0.547054     -1.160353      0.002688      6.280641      4.800729      5.794104      6.802770      2.384196    -67.029814      6.509942      1.930703    -67.626842    297.087939      0.159862      0.078188      0.112401      0.035557    215.771328     -0.042925   1.55534e+06           134           506           110    215.767064     -0.040446   1.56076e+06
  "SoFiA J142100.62-002709.3"            51    504.429646    209.263835    107.850192           500           506           199           216           102           115            95     -0.010624      0.009333      0.258513      0.000000             0      0.053855      2.396280      5.581873     -1.131489      0.257754      0.002603     10.344565      1.820453     10.601338     12.142780      2.242571     -8.137094     14.482005      1.497140     -7.097460    352.348895      0.075733      0.306928      0.157116      0.025370    215.252565     -0.452577   1.55330e+06           505           215           107    215.251773     -0.444610   1.55035e+06
  "SoFiA J142337.46-000235.4"            52     33.915220    504.034355    113.349642            32            36           501           506           109           114            23      0.002382      0.006182      0.098761      0.000000             0      0.127778      6.031724      1.381064      0.374988     -0.051151      0.002642      0.900845      0.563028      4.239088      3.981755      1.501558    -24.160121      0.000000      0.000000      0.000000     -1.000000      0.139885      0.234085      0.209673      0.012672    215.906072     -0.043172   1.57239e+06            35           506           114    215.904565     -0.040442   1.57464e+06
  "SoFiA J142224.48-000237.5"            53    252.843862    503.626968    109.455242           250           255           501           506           107           114            51      0.002875      0.013303      0.319609      0.000000             0      0.177083      2.606394      0.877542      0.655280     -0.214219      0.006452      6.465693      3.886207      6.149324      2.876153      1.902136     38.605959      0.000000      0.000000      0.000000     -1.000000      0.168355      0.179345      0.281655      0.046074    215.602003     -0.043744   1.55887e+06           253           503           107    215.601786     -0.044615   1.55035e+06
  "SoFiA J142100.74-002345.6"            54    504.062065    249.997011    109.922434           500           506           247           253           105           114            56     -0.004715      0.009514      0.306756      0.000000             0      0.114286      3.839579      2.867351     -1.989357      5.144608      0.003210      4.754865      2.394541      4.831084      3.576784      2.018988    -40.539330      3.319487      1.346566    -38.170696     -1.000000      0.102528      0.110633      0.148686      0.024025    215.253078     -0.396003   1.56049e+06           504           249           111    215.253164     -0.397387   1.56423e+06
  "SoFiA J142346.41-000329.3"            55      7.071512    493.252237    106.980957             5            12           479           506           101           113           369     -0.008483      0.009297      0.714872      0.000000             0      0.126717      2.739115      6.687101     -0.584494     -1.062339      0.002449     10.434914      9.199055     10.596309     13.166999      3.198806     -6.538872     10.252264      2.942317     -1.067452    186.325237      0.062097      0.236060      0.116344      0.047041    215.943355     -0.058146   1.55028e+06             8           489           111    215.942066     -0.064053   1.56423e+06
  "SoFiA J142346.68-002139.8"            56      6.242439    275.163647    107.220334             5            11           268           284           102           112            87     -0.008860      0.010041      0.169077      0.000000             0      0.066463      2.283465      5.587147     -0.568489     -1.289571      0.002572      4.552799      3.201747      8.114324      6.084225      2.153819     -7.779625      3.618598      1.657861    -28.203648    115.497870      0.068874      0.181668      0.117937      0.023988    215.944514     -0.361049   1.55111e+06             7           276           108    215.943461     -0.359888   1.55382e+06
  "SoFiA J142111.00-000234.0"            57    473.270854    504.310029    108.705227           470           477           502           506           102           111            38     -0.008230      0.008860      0.151581      0.000000             0      0.095000      4.061365      4.683256     -1.512950      0.854810      0.002834      3.575877      2.702330      3.731884      4.324118      0.929092    -57.780975      3.184475      0.577219    -56.757060    116.565051      0.162620      0.109976      0.170437      0.017467    215.295853     -0.042790   1.55627e+06           473           504           109    215.296229     -0.043220   1.55729e+06
