 358  3821  4214  60.2 3.5  8.09 0.12 398  8.71 1
 359  4932  5339  76.3 3.7  9.50 0.12 321  9.89 0
 361  7007  7356 105.1 4.2 10.48 0.12 596 10.56 0
 362  9407  9650 137.9 5.0 10.37 0.12 520 10.31 0
 363  3050  3381  48.3 3.2  9.30 0.12 405  9.66 0
 364  6615  7030 100.4 4.2            340 10.91 1
 366  6596  6948  99.3 4.0  9.66 0.12 350  9.70 0
 367  7627  7918 113.1 4.4 10.10 0.12 268 10.31 0
 368  9959 10234 146.2 5.2  9.91 0.12 297 10.55 0
 370 10206 10555 150.8 5.2            341 10.60 1
 371  1410  1610  23.0 3.5  9.06 0.12 187  9.08 0
 372 13899 14219 203.1 6.4  9.75 0.12 553 11.00 0
 373 10465 10738 153.4 5.3            263 10.16 1
 374  7417  7696 109.9 4.4  9.71 0.12 492 10.16 0
 375 14057 14311 204.4 6.7            450 10.80 1
 376  3365  3714  53.1 3.3  9.79 0.12 119  9.66 0
 377  1485  1876  26.8 3.1  9.27 0.12 290  8.61 0
 378 10385 10768 153.8 5.4            395 10.30 1
 379  5922  6338  90.5 3.9  9.53 0.12 247  9.68 0
 380  5864  6261  89.4 3.9            100  9.60 1
 381  8973  9376 133.9 4.8            258 10.04 1
 382  2448  2801  40.0 3.0  9.63 0.12 224  9.73 0
 383  1488  1792  25.6 3.3  9.32 0.12 216  8.34 0
 384 12999 13250 189.3 6.2            544 10.78 1
 385  2995  3372  48.2 3.1  9.45 0.12 445 10.00 0
 386  7485  7802 111.5 4.3  9.56 0.12 317  9.44 0
 387  9088  9498 135.7 4.9            259 10.27 1
 390  9103  9306 132.9 4.8 10.01 0.12 400  9.84 0
 391  4929  5356  76.5 3.7  9.66 0.12 265  9.59 0
 392  7413  7748 110.7 4.3            276 10.15 1
 393  3011  3392  48.5 3.2  8.50 0.12 100  8.42 0
 394 10286 10677 152.5 5.2            395 10.67 1
 395 14252 14552 207.9 6.7            598 10.80 1
 396  3065  3444  49.2 3.2            100  9.00 1
 397  2808  3196  45.7 3.3  8.94 0.12 221  7.98 0
 399  6128  6526  93.2 3.9  9.41 0.12 304  9.78 0
 400  5165  5579  79.7 3.7 10.20 0.12 720  9.95 0
 401  6436  6896  98.5 4.1  9.88 0.12 421 10.39 0
