 155 130.3  5.9  8.8 11.1  2  22.2  48.8  14.98 0.51 1.02  15.34  1555.8   4.7 0.01 123.2   6.6  0.0 0.99 122.5 0 0 G91 Sp05
 156  13.0  1.7  1.9  4.1  3   7.7  10.5   1.09 0.16 1.08   1.17  2828.2   5.1 0.01 361.7   7.1  0.0 0.99 358.3 0 0 AOL HG84
 157  26.7  3.1  7.2  5.3 10   8.5  10.8   3.36 0.23 1.01   3.39  8242.6  19.6 0.03 184.6  27.7 24.7 0.97 155.7 0 0 ERT     
 158       12.6 20.9 13.7                                                                                       1   HIP Me04
 159  44.8  4.2  8.8 11.3  4  10.8  26.4  12.76 0.75 1.07  13.62  4096.0  16.0 0.01 520.7  22.6 17.0 0.99 496.9 0 0 G91 Sp05
 160   8.5  1.6  2.9  5.2  6   5.2   5.4   0.38 0.07 1.01   0.38  4228.3  17.6 0.01  59.2  24.9  4.9 0.99  53.6 0 0 ERT     
 161  36.9  5.8  9.7  1.3 22   6.4  16.3   7.19 0.22 1.01   7.25  7978.1  42.9 0.03 207.9  60.6  9.8 0.97 192.9 0 1 NRT     
 164   9.7  0.8  0.8  5.3  2  12.4  40.6   1.12 0.05 1.00   1.12  8996.2   8.6 0.03 117.0  12.2  0.0 0.97 113.6 0 0 ERT     
 165  39.8  3.7  7.9 11.3  4  10.7  19.3   8.26 0.51 1.01   8.37  4001.9  10.8 0.01 292.2  15.2 16.8 0.99 271.8 0 0 G91 Sp05
 166  52.4  2.1  2.2  5.3  2  24.8 121.5  14.53 0.26 1.06  15.34  5106.5   1.8 0.02 506.8   2.6  0.0 0.98 498.4 0 0 GBT Ma14
 167  43.5  3.1  4.6 11.1  2  13.9  31.5   5.85 0.31 1.02   5.95  1044.2   4.4 0.00 159.8   6.3  0.0 1.00 159.3 0 0 G91 Sp05
 168 112.6  2.4  1.9  3.2  2  46.6 244.3  25.72 0.18 1.08  27.85  2689.4   0.8 0.01 321.5   1.1  0.0 0.99 318.7 0 0 G91 TC88
 169   7.7  0.6  0.6  5.3  2  13.8  30.5   0.95 0.05 1.01   0.96 11045.5   4.0 0.04 297.8   5.7  0.0 0.96 287.2 0 0 ERT     
 170  17.5  0.9  0.9  5.2  2  20.0 126.4   6.20 0.10 1.03   6.38  5171.1   3.4 0.02 455.3   4.8  0.0 0.98 447.6 0 0 ERT     
 171  61.9  3.5  7.5 11.3  4  17.5  37.8  15.57 0.54 1.03  16.01  3632.5   6.8 0.01 363.2   9.6 19.4 0.99 339.7 0 0 G91 Sp05
 172   8.0  0.9  1.0  2.1  6   8.7  29.1   1.66 0.06 1.01   1.67  6146.6   5.4 0.02 343.0   7.6  6.3 0.98 329.9 0 0 GBT     
 173   5.5  1.0  1.0  5.3  2   5.5  25.7   1.45 0.11 1.02   1.48  6003.0   8.6 0.02 418.3  12.2  0.0 0.98 410.1 0 0 ERT     
 174        4.9  2.5  1.3                                                                                       1   NRT     
 176  50.5  6.6  9.9  5.7  4   7.6  18.6   9.66 0.61 1.02   9.83  4961.3  11.5 0.02 272.7  16.3  5.8 0.98 262.6 0 0 G91 Sp05
 177  10.0  1.1  1.2  6.6  2   9.2  30.8   1.76 0.10 1.00   1.76  3291.2   6.3 0.01 210.9   8.9  0.0 0.99 208.6 0 0 GBT Co09
 178  17.6  1.0  1.1  5.3  2  17.1  39.7   1.21 0.05 1.00   1.22  7610.4   3.0 0.03  83.8   4.3  0.0 0.98  81.7 0 0 ERT     
 179        3.9  4.0  5.2                                                                                       1   ERT     
 181  20.4  2.9  7.4 11.3  6   7.1  11.2   4.00 0.35 1.01   4.05  4121.1  28.9 0.01 231.9  40.8 20.8 0.99 208.3 0 0 G91 Sp05
 182  23.9  2.5  3.7  2.2 10   9.5  25.5   5.22 0.21 1.00   5.23 10346.3  12.0 0.03 587.6  17.0 11.7 0.97 556.7 0 0 GBT     
 183  30.0  1.4  3.5  8.5  8  22.1  41.4   8.04 0.17 1.07   8.64  5084.1   6.0 0.02 345.0   8.5 44.0 0.98 296.0 0 0 AOL Sp05
 184        2.3  2.4  5.2                                                                                       1   ERT     
 185  14.5  2.7  4.6  1.3 22   5.3  13.8   3.49 0.14 1.02   3.55 10593.2  18.5 0.04 369.9  26.2  6.3 0.97 351.2 0 0 NRT     
 186  10.0  2.2  3.6  1.3 22   4.6   7.9   1.28 0.08 1.01   1.30  7997.3  17.3 0.03 201.9  24.4  3.9 0.97 192.9 0 1 NRT     
 187  25.5  3.7  5.7 11.6  2   6.8  10.7   2.92 0.46 1.02   2.96  8284.4   7.5 0.03 228.1  10.6  0.0 0.97 221.9 0 0 G91 Sp05
 188 442.6 10.2  8.1  1.0  6  43.2 125.0  23.61 0.18 1.03  24.22  1733.6   0.6 0.01  54.4   0.9  3.3 0.99  50.8 0 0 G43 Sp05
 189        2.4  2.4  5.2                                                                                       1   ERT     
 191   8.8  0.8  1.2 10.6  2  10.4  26.2   1.76 0.13 1.05   1.86  5887.1   5.3 0.02 418.4   7.5  0.0 0.98 410.4 0 0 NRT KLUN
 192  23.4  2.2  4.7 11.4  4  10.5  14.5   3.08 0.25 1.01   3.12  5227.5   8.0 0.02 201.6  11.3 16.7 0.98 181.7 0 0 G91 Sp05
 194  10.9  1.1  1.7  2.1 12  10.4  20.6   1.36 0.05 1.01   1.38  2058.6   7.5 0.01 157.8  10.5 15.1 0.99 141.7 0 0 GBT     
 195   5.8  1.0  1.1  5.3  2   5.6   7.5   0.35 0.08 1.01   0.35  6682.6  14.5 0.02 196.3  20.5  0.0 0.98 192.0 2 1 ERT     
 196  31.4  3.1  3.6  4.6  3  10.1  33.5   5.66 0.23 1.08   6.13  3884.0   5.7 0.01 214.2   8.1  0.0 0.99 211.5 0 0 AOL HG84
 198  38.7  2.0  2.4  2.2  6  18.9  69.0   8.89 0.13 1.01   8.95  9661.1   3.8 0.03 334.0   5.4  8.5 0.97 315.4 0 0 GBT     
 199  42.2  2.8  7.2  8.5  8  15.2  18.9   7.15 0.32 1.03   7.36  3902.6   9.8 0.01 277.7  13.9 43.7 0.99 231.0 0 0 AOL Sp05
