cig,PHOT_EXTINCTION_INT,PHOT_EXTINCTION_INT_decimal,PHOT_K_CORRECTION,PHOT_K_CORRECTION_decimal,BTC,BTC_decimal,PHYS_DISTANCE,PHYS_DISTANCE_decimal,PHYS_LUMINOSITY_B,PHYS_LUMINOSITY_B_decimal,POS_INCLIN_LOS,POS_INCLIN_LOS_decimal,ANG_SIZE_MAJ,ANG_SIZE_MAJ_decimal,ANG_SIZE_MIN,ANG_SIZE_MIN_decimal,PHYS_SIZE_MAJ,PHYS_SIZE_MAJ_decimal,PHYS_SIZE_MIN,PHYS_SIZE_MIN_decimal
935,102,0.1019,22,0.0219,12.898,12.8982,53.7,53.697,10.25,10.2506,29.9,29.869,1.40,1.396,1.22,1.219,21.8,21.811,19.0,19.040
936,1.260,1.2597,17,0.0166,14.174,14.1738,40.6,40.607,9.50,9.4977,90.0,90.000,1.38,1.384,0.23,226,16.3,16.343,2.7,2.675
937,371,0.3705,17,0.0171,15.281,15.2814,65.4,65.384,9.47,9.4684,52.3,52.335,0.79,789,0.49,492,15.0,15.004,9.4,9.358
938,423,0.4234,1,0.0009,14.993,14.9927,24.0,24.034,8.71,8.7146,62.5,62.500,0.89,893,0.53,528,6.2,6.245,3.7,3.694
939,808,0.8084,33,0.0331,14.219,14.2195,82.2,82.167,10.09,10.0916,74.8,74.802,0.89,889,0.29,290,21.3,21.253,6.9,6.941
940,407,0.4067,60,0.0598,14.244,14.2444,107.4,107.399,10.31,10.3142,61.9,61.945,0.92,923,0.48,482,28.8,28.822,15.1,15.057
941,850,0.8497,17,0.0167,14.274,14.2736,65.8,65.795,9.88,9.8769,72.6,72.599,0.77,771,0.26,258,14.8,14.754,4.9,4.942
942,86,0.0864,109,0.1087,15.481,15.4809,264.8,264.783,10.60,10.6034,27.6,27.583,0.48,480,0.43,428,37.0,36.950,32.9,32.932
943,181,0.1810,64,0.0638,14.938,14.9382,131.2,131.202,10.21,10.2106,40.5,40.522,0.58,585,0.45,453,22.3,22.319,17.3,17.285
944,0,0.0000,61,0.0610,15.308,15.3080,83.3,83.311,9.67,9.6682,0.0,0,0.36,361,0.36,361,8.7,8.738,8.7,8.738
945,412,0.4116,40,0.0397,14.132,14.1317,83.4,83.360,10.14,10.1392,58.8,58.814,0.87,869,0.48,481,21.1,21.071,11.7,11.660
946,0,0.0000,41,0.0414,14.632,14.6316,101.9,101.917,10.11,10.1138,0.0,0,1.69,1.690,1.69,1.690,50.1,50.116,50.1,50.116
947,91,0.0914,0,0.0000,10.558,10.5576,18.4,18.400,10.26,10.2566,33.5,33.505,4.52,4.519,3.84,3.837,24.2,24.185,20.5,20.537
948,62,0.0622,55,0.0552,14.695,14.6946,134.0,134.017,10.33,10.3265,23.5,23.520,0.56,561,0.52,516,21.9,21.872,20.1,20.132
949,778,0.7782,4,0.0042,13.698,13.6976,23.6,23.598,9.22,9.2167,90.0,90.000,1.42,1.416,0.53,530,9.7,9.719,3.6,3.636
950,389,0.3888,17,0.0171,14.338,14.3381,52.4,52.368,9.65,9.6529,54.2,54.206,0.83,832,0.50,501,12.7,12.670,7.6,7.635
951,157,0.1567,98,0.0985,15.183,15.1828,176.5,176.472,10.37,10.3702,39.9,39.854,0.86,857,0.67,673,44.0,43.995,34.5,34.546
952,61,0.0609,76,0.0758,15.434,15.4343,102.4,102.367,9.80,9.7966,27.5,27.460,0.75,750,0.67,673,22.3,22.330,20.0,20.039
953,9,0.0091,107,0.1072,15.704,15.7037,97.1,97.140,9.64,9.6433,18.6,18.633,0.35,354,0.34,338,10.0,10.003,9.6,9.553
954,949,0.9485,35,0.0348,14.056,14.0557,86.3,86.256,10.20,10.1993,79.9,79.860,0.90,895,0.24,238,22.5,22.465,6.0,5.964
955,320,0.3195,77,0.0769,14.688,14.6876,159.9,159.895,10.48,10.4826,52.6,52.596,0.62,622,0.39,394,28.9,28.944,18.3,18.347
956,77,0.0775,89,0.0891,14.282,14.2824,119.2,119.217,10.39,10.3897,30.9,30.903,1.08,1.081,0.94,942,37.5,37.503,32.7,32.664
957,694,0.6938,39,0.0390,14.484,14.4842,96.5,96.518,10.13,10.1255,70.4,70.408,0.91,906,0.35,349,25.4,25.429,9.8,9.802
958,492,0.4917,36,0.0359,14.856,14.8565,88.9,88.946,9.91,9.9057,61.2,61.224,0.90,899,0.46,461,23.3,23.273,11.9,11.936
959,1.132,1.1322,26,0.0265,14.224,14.2244,64.3,64.317,9.88,9.8769,90.0,90.000,1.22,1.222,0.24,245,22.9,22.859,4.6,4.582
960,213,0.2128,83,0.0826,15.207,15.2066,111.9,111.864,9.96,9.9647,50.4,50.369,0.67,665,0.45,450,21.6,21.648,14.6,14.636
961,66,0.0657,80,0.0805,15.307,15.3068,165.8,165.827,10.27,10.2666,24.9,24.914,0.50,498,0.45,454,24.0,24.009,21.9,21.897
962,615,0.6145,45,0.0448,14.566,14.5657,93.9,93.869,10.07,10.0688,69.8,69.785,0.83,832,0.34,338,22.7,22.712,9.2,9.231
963,217,0.2166,19,0.0192,15.442,15.4422,103.9,103.923,9.81,9.8065,45.4,45.425,0.87,875,0.67,667,26.5,26.451,20.2,20.157
964,82,0.0823,NULL,NULL,15.348,15.3477,NULL,NULL,NULL,NULL,57.2,57.210,0.51,512,0.32,320,NULL,NULL,NULL,NULL
965,494,0.4936,56,0.0559,15.107,15.1065,100.7,100.685,9.91,9.9133,67.6,67.569,0.70,703,0.32,316,20.6,20.592,9.3,9.262
966,17,0.0167,68,0.0681,14.978,14.9782,122.1,122.067,10.13,10.1319,13.3,13.298,0.45,449,0.44,438,15.9,15.934,15.5,15.535
967,318,0.3177,0,0.0000,12.475,12.4753,12.3,12.300,9.14,9.1397,54.3,54.310,1.82,1.816,1.22,1.225,6.5,6.496,4.4,4.382
968,100,0.0995,NULL,NULL,15.354,15.3545,NULL,NULL,NULL,NULL,63.6,63.552,0.93,933,0.52,519,NULL,NULL,NULL,NULL
969,326,0.3258,11,0.0107,13.982,13.9816,35.3,35.269,9.45,9.4521,50.2,50.202,1.07,1.069,0.70,700,11.0,10.968,7.2,7.180
970,857,0.8568,87,0.0873,14.007,14.0069,156.0,156.000,10.73,10.7335,90.0,90.000,1.22,1.222,0.27,275,55.4,55.444,12.5,12.470
971,85,0.0852,0,0.0000,13.628,13.6278,14.7,14.700,8.83,8.8335,28.7,28.730,2.69,2.685,2.42,2.415,11.5,11.483,10.3,10.329
972,468,0.4679,1,0.0009,15.021,15.0211,26.4,26.363,8.78,8.7835,65.7,65.734,0.75,746,0.42,418,5.7,5.724,3.2,3.204
973,206,0.2063,42,0.0415,14.779,14.7792,101.3,101.333,10.05,10.0498,41.7,41.703,0.50,502,0.38,381,14.8,14.807,11.2,11.233
974,122,0.1225,31,0.0305,13.256,13.2560,75.5,75.506,10.40,10.4036,32.6,32.629,1.19,1.189,1.01,1.009,26.1,26.104,22.2,22.167
975,59,0.0592,48,0.0479,14.552,14.5519,100.1,100.120,10.13,10.1303,23.7,23.668,0.92,918,0.85,845,26.7,26.745,24.6,24.618
976,721,0.7211,18,0.0184,12.936,12.9355,38.5,38.540,9.95,9.9476,74.7,74.697,1.95,1.945,0.67,668,21.8,21.809,7.5,7.493
977,299,0.2995,3,0.0026,15.867,15.8670,22.8,22.786,8.32,8.3186,52.9,52.912,0.52,515,0.35,355,3.4,3.415,2.4,2.352
978,671,0.6713,42,0.0416,14.099,14.0992,101.9,101.912,10.33,10.3268,69.5,69.491,1.04,1.035,0.41,412,30.7,30.687,12.2,12.217
979,979,0.9791,11,0.0115,13.676,13.6764,31.3,31.274,9.47,9.4698,81.0,80.989,1.17,1.175,0.30,298,10.7,10.688,2.7,2.710
980,720,0.7196,18,0.0182,14.687,14.6872,70.3,70.274,9.77,9.7687,68.3,68.346,0.77,767,0.30,305,15.7,15.686,6.2,6.230
981,0,0.0000,115,0.1148,14.864,14.8643,102.8,102.777,10.03,10.0281,90.0,90.000,0.66,661,0.44,437,19.8,19.752,13.1,13.050
982,568,0.5684,49,0.0492,14.194,14.1944,101.5,101.518,10.29,10.2853,67.5,67.524,1.06,1.059,0.46,462,31.3,31.280,13.7,13.654
983,613,0.6130,31,0.0310,12.482,12.4819,66.1,66.093,10.60,10.5975,69.7,69.714,1.94,1.936,0.79,789,37.2,37.229,15.2,15.166
984,643,0.6426,72,0.0724,13.721,13.7211,96.8,96.831,10.43,10.4336,90.0,90.000,1.43,1.429,0.37,368,40.2,40.248,10.4,10.369
985,535,0.5351,7,0.0068,12.714,12.7141,26.3,26.290,9.70,9.7039,61.0,60.964,2.18,2.178,1.10,1.099,16.7,16.654,8.4,8.405
986,567,0.5675,59,0.0594,14.813,14.8131,106.4,106.446,10.08,10.0790,72.0,71.993,0.88,883,0.35,348,27.3,27.344,10.8,10.786
987,730,0.7297,65,0.0646,14.577,14.5767,134.5,134.481,10.38,10.3767,75.1,75.083,0.82,824,0.28,279,32.2,32.239,10.9,10.924
988,1.334,1.3343,40,0.0399,13.613,13.6128,98.7,98.720,10.49,10.4937,90.0,90.000,1.98,1.982,0.29,287,56.9,56.903,8.2,8.244
989,367,0.3665,64,0.0636,15.145,15.1448,131.2,131.243,10.13,10.1282,55.9,55.902,0.63,631,0.37,373,24.1,24.088,14.2,14.250
990,823,0.8229,2,0.0017,15.148,15.1484,46.4,46.410,9.22,9.2238,90.0,90.000,0.83,832,0.30,299,11.2,11.229,4.0,4.040
991,849,0.8485,9,0.0093,12.535,12.5352,30.7,30.697,9.91,9.9101,74.0,73.976,1.89,1.888,0.61,614,16.9,16.859,5.5,5.481
992,100,0.1001,19,0.0193,14.486,14.4856,47.2,47.231,9.50,9.5042,29.6,29.625,1.49,1.493,1.31,1.306,20.5,20.509,17.9,17.945
993,552,0.5519,82,0.0821,14.271,14.2710,170.1,170.133,10.70,10.7032,66.7,66.689,0.63,625,0.28,280,30.9,30.940,13.9,13.852
994,152,0.1516,106,0.1064,15.427,15.4270,96.5,96.506,9.75,9.7483,90.0,90.000,0.56,557,0.20,204,15.6,15.642,5.7,5.718
995,238,0.2376,NULL,NULL,14.896,14.8964,NULL,NULL,NULL,NULL,53.1,53.082,0.93,933,0.60,601,NULL,NULL,NULL,NULL
996,212,0.2115,NULL,NULL,15.224,15.2245,NULL,NULL,NULL,NULL,43.6,43.577,0.42,416,0.31,308,NULL,NULL,NULL,NULL
997,589,0.5885,46,0.0460,14.268,14.2685,112.9,112.934,10.35,10.3483,65.9,65.919,0.85,853,0.38,382,28.0,28.025,12.5,12.547
998,72,0.0723,61,0.0615,14.624,14.6242,128.1,128.053,10.32,10.3151,26.1,26.095,0.85,853,0.77,771,31.8,31.777,28.7,28.716
999,0,0.0000,106,0.1061,15.076,15.0759,94.8,94.766,9.87,9.8729,90.0,90.000,0.89,889,0.40,397,24.5,24.512,10.9,10.949
1000,885,0.8854,25,0.0249,14.126,14.1257,76.2,76.224,10.06,10.0639,75.2,75.150,1.27,1.274,0.39,394,28.2,28.237,8.7,8.726
1001,60,0.0604,23,0.0231,13.700,13.6995,41.0,41.032,9.70,9.6964,25.1,25.119,0.91,912,0.83,832,10.9,10.886,9.9,9.928
1002,525,0.5246,37,0.0368,14.039,14.0386,89.7,89.718,10.24,10.2403,62.9,62.894,1.11,1.109,0.54,543,28.9,28.947,14.2,14.178
1003,888,0.8882,26,0.0260,13.544,13.5438,46.7,46.679,9.87,9.8707,90.0,90.000,1.67,1.671,0.35,352,22.7,22.691,4.8,4.774
1004,189,0.1888,18,0.0178,11.033,11.0334,32.5,32.506,10.56,10.5606,43.5,43.527,3.65,3.648,2.72,2.723,34.5,34.490,25.7,25.745
1005,885,0.8851,27,0.0269,14.080,14.0800,65.9,65.877,9.96,9.9555,77.6,77.580,1.12,1.122,0.33,327,21.5,21.501,6.3,6.273
1006,100,0.1001,30,0.0301,13.946,13.9457,75.3,75.279,10.13,10.1251,29.6,29.625,0.94,938,0.82,820,20.5,20.531,18.0,17.964
1007,31,0.0312,60,0.0597,14.901,14.9011,146.1,146.122,10.32,10.3190,16.7,16.737,0.61,614,0.59,589,26.1,26.088,25.0,25.029
1008,500,0.5002,73,0.0731,14.591,14.5907,130.1,130.050,10.34,10.3419,68.0,67.973,0.91,906,0.40,403,34.3,34.264,15.2,15.235
1009,286,0.2860,27,0.0266,12.999,12.9993,66.7,66.715,10.40,10.3987,48.4,48.408,1.31,1.312,0.89,893,25.5,25.465,17.3,17.336
1010,160,0.1602,64,0.0642,14.816,14.8157,156.7,156.723,10.41,10.4140,37.1,37.059,0.68,684,0.55,552,31.2,31.179,25.2,25.169
1011,474,0.4738,38,0.0382,14.803,14.8030,69.9,69.883,9.72,9.7175,66.3,66.337,0.79,789,0.37,367,16.0,16.036,7.5,7.466
1012,26,0.0264,48,0.0476,15.052,15.0521,99.3,99.307,9.92,9.9231,15.9,15.887,0.60,597,0.58,575,17.2,17.247,16.6,16.623
1013,151,0.1506,75,0.0752,13.461,13.4612,68.9,68.943,10.24,10.2425,90.0,90.000,1.11,1.114,0.41,411,22.3,22.347,8.2,8.245
1014,445,0.4453,42,0.0424,15.041,15.0413,103.8,103.843,9.97,9.9662,58.7,58.728,0.76,755,0.41,413,22.8,22.809,12.5,12.477
1015,0,0.0000,67,0.0665,14.344,14.3445,60.7,60.708,9.78,9.7787,37.4,37.367,0.88,883,0.75,746,15.6,15.594,13.2,13.182
1016,40,0.0398,53,0.0531,14.798,14.7981,130.2,130.179,10.26,10.2598,18.9,18.886,0.68,681,0.65,646,25.8,25.779,24.4,24.449
1017,82,0.0821,83,0.0832,14.682,14.6817,172.2,172.220,10.55,10.5495,27.8,27.761,0.99,993,0.89,885,49.8,49.752,44.3,44.341
1018,355,0.3547,74,0.0742,14.966,14.9662,132.2,132.215,10.21,10.2061,58.2,58.237,0.50,505,0.29,288,19.4,19.409,11.1,11.066
1019,353,0.3534,19,0.0191,12.753,12.7535,47.8,47.838,10.21,10.2082,53.2,53.167,1.52,1.524,0.95,946,21.2,21.208,13.2,13.167
1020,0,0.0000,56,0.0559,13.229,13.2291,50.3,50.331,10.06,10.0620,87.9,87.903,1.97,1.968,0.94,935,28.8,28.811,13.7,13.695
1021,184,0.1841,54,0.0539,15.310,15.3100,132.1,132.116,10.07,10.0679,39.6,39.557,0.63,625,0.49,489,24.0,24.026,18.8,18.779
1022,538,0.5379,112,0.1122,14.802,14.8019,200.5,200.515,10.63,10.6335,70.3,70.250,0.82,818,0.34,340,47.7,47.739,19.9,19.855
1023,241,0.2407,60,0.0602,13.826,13.8261,108.7,108.654,10.49,10.4917,48.8,48.762,1.56,1.563,1.07,1.074,49.4,49.405,33.9,33.945
1024,432,0.4317,83,0.0825,14.821,14.8208,170.9,170.949,10.49,10.4874,60.0,60.042,0.78,776,0.42,417,38.6,38.601,20.7,20.730
1025,15,0.0149,52,0.0518,14.741,14.7414,46.0,46.044,9.38,9.3798,23.9,23.855,0.31,310,0.29,288,4.2,4.158,3.9,3.854
1026,0,0.0000,184,0.1839,15.288,15.2881,164.5,164.450,10.27,10.2668,66.8,66.757,0.79,785,0.50,495,37.6,37.563,23.7,23.701
1027,1.118,1.1177,8,0.0078,12.773,12.7735,70.1,70.057,10.53,10.5315,90.0,90.000,1.48,1.479,0.36,364,30.1,30.142,7.4,7.416
1028,179,0.1790,17,0.0168,13.609,13.6092,42.1,42.094,9.75,9.7547,39.0,39.040,0.92,920,0.72,724,11.3,11.271,8.9,8.870
1029,81,0.0812,68,0.0681,15.476,15.4757,165.9,165.929,10.20,10.1996,26.8,26.771,0.64,638,0.57,573,30.8,30.807,27.6,27.647
1030,383,0.3831,14,0.0139,15.049,15.0490,53.7,53.669,9.39,9.3898,53.1,53.087,0.82,818,0.50,502,12.8,12.778,7.8,7.842
1031,20,0.0197,21,0.0207,15.051,15.0506,20.2,20.155,8.54,8.5385,27.5,27.471,0.26,262,0.24,237,1.5,1.539,1.4,1.390
1032,720,0.7205,5,0.0047,14.324,14.3238,25.0,25.046,9.02,9.0180,90.0,90.000,1.08,1.081,0.44,436,7.9,7.879,3.2,3.173
1033,54,0.0536,35,0.0350,15.271,15.2714,84.7,84.749,9.70,9.6977,21.9,21.864,0.76,762,0.71,710,18.8,18.787,17.5,17.493
1034,330,0.3297,87,0.0874,14.575,14.5750,155.5,155.503,10.50,10.5035,56.3,56.341,0.90,895,0.53,532,40.5,40.501,24.1,24.069
1035,102,0.1019,23,0.0228,14.429,14.4293,56.5,56.460,9.68,9.6818,29.9,29.869,0.74,743,0.65,649,12.2,12.203,10.7,10.653
1036,493,0.4929,28,0.0277,13.166,13.1664,57.4,57.448,10.20,10.2020,63.6,63.565,0.76,759,0.37,372,12.7,12.677,6.2,6.209
1037,537,0.5366,72,0.0715,14.315,14.3148,127.3,127.348,10.43,10.4341,70.2,70.173,0.94,935,0.39,390,34.7,34.651,14.4,14.445
1038,114,0.1140,49,0.0494,13.777,13.7766,67.7,67.731,10.10,10.1009,37.3,37.310,2.43,2.432,1.98,1.982,47.9,47.920,39.0,39.040
1039,215,0.2148,27,0.0267,14.051,14.0505,66.7,66.667,9.98,9.9776,42.5,42.490,1.01,1.007,0.76,755,19.5,19.527,14.6,14.643
1040,153,0.1533,55,0.0553,15.330,15.3304,135.4,135.426,10.08,10.0813,36.3,36.303,0.75,753,0.61,614,29.7,29.678,24.2,24.178
1041,363,0.3626,35,0.0353,15.237,15.2371,105.5,105.511,9.90,9.9017,52.6,52.600,0.66,664,0.41,414,20.4,20.372,12.7,12.706
1042,0,0.0000,74,0.0736,14.231,14.2314,67.2,67.195,9.91,9.9121,30.5,30.489,1.16,1.161,1.08,1.079,22.7,22.702,21.1,21.089
1043,349,0.3490,38,0.0383,15.323,15.3227,147.9,147.851,10.16,10.1606,51.0,51.000,0.62,624,0.40,400,26.8,26.826,17.2,17.201
1044,96,0.0964,69,0.0686,13.916,13.9160,93.0,93.035,10.32,10.3209,34.4,34.394,1.21,1.211,1.02,1.019,32.8,32.762,27.6,27.566
1045,0,0.0000,57,0.0574,12.341,12.3406,51.1,51.146,10.43,10.4314,90.0,90.000,1.95,1.954,1.09,1.091,29.1,29.076,16.2,16.238
1046,723,0.7226,43,0.0434,14.396,14.3959,106.3,106.320,10.24,10.2449,71.6,71.554,0.97,975,0.36,361,30.2,30.154,11.2,11.152
1047,982,0.9822,16,0.0160,13.239,13.2388,32.6,32.639,9.68,9.6819,90.0,90.000,2.04,2.037,0.45,453,19.3,19.340,4.3,4.300
1048,719,0.7194,26,0.0258,13.750,13.7498,64.2,64.161,10.06,10.0646,71.4,71.429,1.58,1.585,0.59,589,29.6,29.580,11.0,10.990
1049,363,0.3629,NULL,NULL,14.973,14.9731,NULL,NULL,NULL,NULL,58.8,58.848,0.68,682,0.38,384,NULL,NULL,NULL,NULL
1050,87,0.0872,11,0.0114,15.334,15.3345,44.8,44.790,9.12,9.1186,26.8,26.808,0.83,830,0.74,743,10.8,10.812,9.7,9.681
1051,189,0.1892,57,0.0570,15.126,15.1258,139.3,139.262,10.19,10.1873,40.1,40.066,0.59,587,0.46,456,23.8,23.799,18.5,18.474
